,DATEPRD,WELL_BORE_CODE,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,WELL_POS
5187,9/21/2008,NO 15/9-F-14 H,220.15,104.92,154.84,0.0,45.47,65.31,75.37,31.8,4520.52,643641.96,6.34,Crest
5188,9/22/2008,NO 15/9-F-14 H,217.29,104.96,154.5,0.0,47.82,62.79,78.3,30.06,4689.72,668819.96,19.31,Crest
5189,9/23/2008,NO 15/9-F-14 H,213.48,105.01,154.55,0.0,52.37,58.93,79.34,25.56,5290.92,753658.36,20.73,Crest
5190,9/24/2008,NO 15/9-F-14 H,211.8,105.02,153.95,0.0,53.29,57.86,80.58,24.49,5336.6,757018.34,7.49,Crest
5191,9/25/2008,NO 15/9-F-14 H,212.72,105.0,152.56,0.0,50.21,60.15,80.22,26.96,4880.31,733460.14,20.56,Crest
5192,9/26/2008,NO 15/9-F-14 H,209.01,105.03,153.31,0.0,55.55,55.69,80.32,22.28,5453.84,773865.6,29.58,Crest
5193,9/27/2008,NO 15/9-F-14 H,211.5,105.01,152.56,0.0,51.47,58.94,77.15,25.78,4902.39,705250.94,45.51,Crest
5194,9/28/2008,NO 15/9-F-14 H,209.36,105.03,152.61,0.0,53.96,56.75,78.51,23.48,5156.66,736404.87,18.84,Crest
5195,9/29/2008,NO 15/9-F-14 H,207.53,105.03,152.63,0.0,55.81,54.9,78.7,21.53,5410.73,766070.77,10.11,Crest
5196,9/30/2008,NO 15/9-F-14 H,214.28,104.89,152.42,0.0,44.26,61.85,72.75,29.14,3282.19,469174.12,4.61,Crest
5197,10/1/2008,NO 15/9-F-14 H,207.69,105.03,151.94,0.0,54.3,55.76,79.98,22.46,5319.83,754940.79,7.42,Crest
5198,10/2/2008,NO 15/9-F-14 H,207.09,105.03,151.55,0.0,54.21,55.53,79.6,22.26,5569.54,789974.73,1.8,Crest
5199,10/3/2008,NO 15/9-F-14 H,206.51,105.03,151.25,0.0,54.3,55.26,78.58,22.03,5281.92,748824.81,1.58,Crest
5200,10/4/2008,NO 15/9-F-14 H,207.67,105.02,150.35,0.0,51.4,57.33,78.23,24.14,4954.21,724471.61,1.74,Crest
5201,10/5/2008,NO 15/9-F-14 H,205.6,105.03,150.81,0.0,54.75,54.78,78.94,21.45,5419.56,766948.87,1.7,Crest
5202,10/6/2008,NO 15/9-F-14 H,215.26,104.94,148.71,0.0,38.5,66.56,74.52,34.42,3485.34,484446.82,1.11,Crest
5203,10/7/2008,NO 15/9-F-14 H,212.02,104.98,148.5,0.0,43.3,63.52,75.38,30.85,4222.5,599591.35,2.58,Crest
5204,10/8/2008,NO 15/9-F-14 H,211.9,104.98,148.26,0.0,43.27,63.64,78.19,30.97,4208.55,598519.97,3.52,Crest
5205,10/9/2008,NO 15/9-F-14 H,211.82,104.98,148.18,0.0,43.3,63.64,78.62,30.99,4201.86,596697.5,4.74,Crest
5206,10/10/2008,NO 15/9-F-14 H,211.81,104.99,148.19,0.0,43.26,63.63,77.77,30.97,4206.55,598685.25,2.9,Crest
5207,10/11/2008,NO 15/9-F-14 H,211.87,104.99,148.17,0.0,43.32,63.69,77.9,31.0,4231.88,603345.05,4.94,Crest
5208,10/12/2008,NO 15/9-F-14 H,212.11,105.0,148.18,0.0,42.8,63.93,78.42,31.32,4195.09,594618.04,4.01,Crest
5209,10/13/2008,NO 15/9-F-14 H,211.94,104.99,148.18,0.0,42.8,63.76,76.87,31.15,4208.9,595052.35,3.52,Crest
5210,10/14/2008,NO 15/9-F-14 H,212.02,105.0,148.09,0.0,42.81,63.94,78.24,31.33,4210.83,594860.23,1.71,Crest
5211,10/15/2008,NO 15/9-F-14 H,212.14,104.99,147.97,0.0,42.67,64.17,78.69,31.57,4187.33,593455.79,3.49,Crest
5212,10/16/2008,NO 15/9-F-14 H,211.97,104.99,147.87,0.0,42.73,64.1,78.52,31.49,4194.08,594050.4,3.5,Crest
5213,10/17/2008,NO 15/9-F-14 H,211.84,104.99,147.8,0.0,42.76,64.04,78.81,31.43,4206.38,594347.07,3.5,Crest
5214,10/18/2008,NO 15/9-F-14 H,209.83,105.03,149.01,0.0,46.57,60.81,78.67,27.91,4753.55,677616.46,4.44,Crest
5215,10/19/2008,NO 15/9-F-14 H,210.61,105.05,149.06,0.0,45.43,61.54,78.5,28.72,4440.16,625988.23,3.88,Crest
5216,10/20/2008,NO 15/9-F-14 H,211.1,105.07,149.23,0.0,45.29,61.86,77.78,29.04,4429.04,628127.79,3.89,Crest
5217,10/21/2008,NO 15/9-F-14 H,211.64,105.08,149.49,0.0,45.27,62.15,77.97,29.32,4435.34,627682.44,1.83,Crest
5218,10/22/2008,NO 15/9-F-14 H,212.13,105.1,149.66,0.0,45.25,62.47,78.41,29.65,4613.81,659793.54,4.8,Crest
5219,10/23/2008,NO 15/9-F-14 H,211.75,105.09,149.68,0.0,45.78,62.07,77.41,29.24,4652.96,663983.04,3.23,Crest
5220,10/24/2008,NO 15/9-F-14 H,211.58,105.1,149.81,0.0,45.95,61.77,77.64,28.95,4675.7,669780.92,4.2,Crest
5221,10/25/2008,NO 15/9-F-14 H,212.56,105.11,149.76,0.0,45.0,62.79,77.13,30.06,4633.71,662716.12,1.42,Crest
5222,10/26/2008,NO 15/9-F-14 H,214.03,105.11,149.52,0.0,43.49,64.51,78.14,31.85,4608.81,657672.8,1.54,Crest
5223,10/27/2008,NO 15/9-F-14 H,214.21,105.1,149.36,0.0,43.71,64.85,78.52,32.13,4429.46,643534.88,2.73,Crest
5224,10/28/2008,NO 15/9-F-14 H,209.15,105.15,151.72,0.0,52.53,57.42,78.95,24.18,5123.01,733730.33,3.48,Crest
5225,10/29/2008,NO 15/9-F-14 H,211.47,105.16,152.2,0.0,50.58,59.28,78.25,26.1,4793.27,688367.98,3.69,Crest
5226,10/30/2008,NO 15/9-F-14 H,207.4,105.17,152.79,0.0,57.14,54.61,80.26,21.22,5460.78,778382.24,3.27,Crest
5227,10/31/2008,NO 15/9-F-14 H,206.57,105.17,152.38,0.0,57.33,54.19,80.19,20.84,5463.11,776658.92,5.09,Crest
5228,11/1/2008,NO 15/9-F-14 H,211.14,105.16,152.07,0.0,50.59,59.07,78.52,25.82,4645.38,654580.07,5.5,Crest
5229,11/2/2008,NO 15/9-F-14 H,218.99,105.0,151.86,0.0,38.06,67.13,73.57,34.48,3731.52,531070.72,2.34,Crest
5230,11/3/2008,NO 15/9-F-14 H,221.1,105.11,148.54,0.0,36.83,72.56,78.88,40.5,3475.8,507041.18,2.2,Crest
5231,11/4/2008,NO 15/9-F-14 H,221.31,105.1,148.67,0.0,36.76,72.64,76.78,40.41,3460.92,498542.52,1.33,Crest
5232,11/5/2008,NO 15/9-F-14 H,221.06,105.08,148.38,0.0,36.8,72.69,78.11,40.46,3458.27,489500.32,2.11,Crest
5233,11/6/2008,NO 15/9-F-14 H,221.62,105.09,148.51,0.0,36.48,73.12,75.01,40.89,3403.18,487984.32,2.5,Crest
5234,11/7/2008,NO 15/9-F-14 H,223.79,105.08,148.31,0.0,34.82,75.48,73.32,43.51,3310.61,469642.19,2.75,Crest
5235,11/8/2008,NO 15/9-F-14 H,223.88,105.08,148.36,0.0,35.07,75.52,75.0,43.49,3354.77,476607.16,2.5,Crest
5236,11/9/2008,NO 15/9-F-14 H,223.26,105.09,148.59,0.0,35.94,74.67,76.08,42.5,3502.6,497111.26,2.85,Crest
5237,11/10/2008,NO 15/9-F-14 H,223.78,105.09,148.64,0.0,35.71,75.14,76.47,42.99,3464.41,492344.49,2.43,Crest
5238,11/11/2008,NO 15/9-F-14 H,223.84,105.1,148.93,0.0,35.81,74.91,74.61,42.76,3492.99,495927.25,0.85,Crest
5239,11/12/2008,NO 15/9-F-14 H,224.02,105.1,148.83,0.0,35.79,75.19,77.59,43.02,3482.0,496461.65,2.91,Crest
5240,11/13/2008,NO 15/9-F-14 H,224.32,105.1,148.91,0.0,35.82,75.41,77.75,43.26,3499.81,497727.68,1.04,Crest
5241,11/14/2008,NO 15/9-F-14 H,224.56,105.11,149.01,0.0,35.73,75.55,76.69,43.38,3498.89,497601.8,0.9,Crest
5242,11/15/2008,NO 15/9-F-14 H,224.81,105.11,149.1,0.0,35.76,75.71,76.99,43.53,3508.48,499260.8,0.81,Crest
5243,11/16/2008,NO 15/9-F-14 H,225.0,105.11,149.08,0.0,35.77,75.92,77.67,43.75,3501.06,498776.51,0.89,Crest
5244,11/17/2008,NO 15/9-F-14 H,225.03,105.12,149.35,0.0,35.8,75.67,74.95,43.52,3526.54,502342.59,0.84,Crest
5245,11/18/2008,NO 15/9-F-14 H,224.53,105.09,148.8,0.0,35.69,75.73,76.85,43.57,3481.63,496976.88,0.61,Crest
5246,11/19/2008,NO 15/9-F-14 H,223.81,105.07,148.55,0.0,35.63,75.26,77.66,43.12,3462.83,493744.18,1.3,Crest
5247,11/20/2008,NO 15/9-F-14 H,224.0,105.09,148.8,0.0,35.81,75.2,77.2,42.95,3489.61,497824.4,0.88,Crest
5248,11/21/2008,NO 15/9-F-14 H,224.19,105.1,149.0,0.0,36.42,75.18,76.66,41.92,3424.06,486907.05,70.68,Crest
5249,11/22/2008,NO 15/9-F-14 H,224.69,105.12,149.45,0.0,36.3,75.24,76.62,42.05,3580.99,513287.66,48.62,Crest
5250,11/23/2008,NO 15/9-F-14 H,226.23,105.11,149.58,0.0,34.85,76.65,73.13,43.45,3234.99,460596.1,6.33,Crest
5251,11/24/2008,NO 15/9-F-14 H,225.77,105.12,149.42,0.0,35.33,76.35,76.09,43.79,3378.11,486266.34,4.39,Crest
5252,11/25/2008,NO 15/9-F-14 H,224.75,105.14,149.63,0.0,36.56,75.12,77.33,42.35,3661.02,525715.86,12.45,Crest
5253,11/26/2008,NO 15/9-F-14 H,224.06,105.16,150.28,0.0,37.32,73.78,75.55,40.85,3853.4,553829.86,1.56,Crest
5254,11/27/2008,NO 15/9-F-14 H,224.56,105.17,150.22,0.0,37.27,74.35,76.35,41.41,3833.27,553351.63,3.73,Crest
5255,11/28/2008,NO 15/9-F-14 H,236.44,105.08,150.83,0.0,25.05,85.61,68.56,52.68,1780.74,244692.25,0.44,Crest
5256,11/29/2008,NO 15/9-F-14 H,230.21,105.12,150.86,0.0,33.91,79.35,74.95,46.57,3100.68,451496.53,3.04,Crest
5257,11/30/2008,NO 15/9-F-14 H,227.68,105.19,151.07,0.0,36.82,76.61,77.35,43.71,3811.05,548808.76,1.11,Crest
5258,12/1/2008,NO 15/9-F-14 H,230.05,105.18,151.35,0.0,34.59,78.7,75.34,45.88,3333.32,483082.2,1.26,Crest
5259,12/2/2008,NO 15/9-F-14 H,232.06,105.17,151.57,0.0,33.64,80.49,73.83,47.86,3203.92,463731.94,2.41,Crest
5260,12/3/2008,NO 15/9-F-14 H,230.67,105.19,151.25,0.0,35.82,79.42,78.18,46.65,3625.36,524348.41,2.6,Crest
5261,12/4/2008,NO 15/9-F-14 H,231.25,105.2,151.51,0.0,35.79,79.74,75.38,46.97,3571.27,514993.37,2.27,Crest
5262,12/5/2008,NO 15/9-F-14 H,231.75,105.2,151.81,0.0,35.79,79.94,75.0,47.16,3629.64,522042.92,2.68,Crest
5263,12/6/2008,NO 15/9-F-14 H,232.25,105.21,151.95,0.0,35.73,80.29,77.05,47.49,3663.25,528911.84,2.63,Crest
5264,12/7/2008,NO 15/9-F-14 H,232.75,105.22,152.11,0.0,35.77,80.64,77.52,47.81,3687.91,533632.58,2.27,Crest
5265,12/8/2008,NO 15/9-F-14 H,233.33,105.22,152.25,0.0,35.73,81.08,77.65,48.27,3652.2,498323.72,2.64,Crest
5266,12/9/2008,NO 15/9-F-14 H,233.24,105.22,152.49,0.0,35.81,80.74,75.81,47.91,3687.36,510228.28,0.98,Crest
5267,12/10/2008,NO 15/9-F-14 H,233.77,105.22,152.51,0.0,35.78,81.26,77.45,48.45,3685.38,534315.9,0.91,Crest
5268,12/11/2008,NO 15/9-F-14 H,234.82,105.22,152.58,0.0,35.32,82.24,75.96,49.54,3526.36,509272.51,1.15,Crest
5269,12/12/2008,NO 15/9-F-14 H,234.47,105.22,152.94,0.0,35.81,81.54,74.27,48.74,3679.89,532148.72,1.59,Crest
5270,12/13/2008,NO 15/9-F-14 H,234.91,105.23,153.42,0.0,35.83,81.5,70.21,48.66,3712.64,534747.96,1.1,Crest
5271,12/14/2008,NO 15/9-F-14 H,235.53,105.24,153.67,0.0,35.79,81.86,70.35,49.04,3720.13,537612.97,3.46,Crest
5272,12/15/2008,NO 15/9-F-14 H,236.25,105.24,153.75,0.0,35.67,82.51,74.2,49.72,3676.11,537083.05,0.98,Crest
5273,12/16/2008,NO 15/9-F-14 H,237.42,105.24,153.84,0.0,35.18,83.58,74.4,50.85,3604.86,528565.99,3.34,Crest
5274,12/17/2008,NO 15/9-F-14 H,238.39,105.24,154.03,0.0,34.73,84.36,74.01,51.69,3548.88,520006.46,4.15,Crest
5275,12/18/2008,NO 15/9-F-14 H,238.92,105.24,154.22,0.0,34.99,84.7,76.28,51.88,3622.37,529434.21,3.74,Crest
5276,12/19/2008,NO 15/9-F-14 H,239.78,105.24,154.5,0.0,34.89,85.28,76.54,52.49,3608.76,527810.53,4.48,Crest
5277,12/20/2008,NO 15/9-F-14 H,240.99,105.24,154.59,0.0,34.31,86.4,76.88,53.68,3524.44,516367.93,4.36,Crest
5278,12/21/2008,NO 15/9-F-14 H,242.07,105.23,154.8,0.0,33.95,87.26,76.46,54.59,3492.51,508709.44,4.13,Crest
5279,12/22/2008,NO 15/9-F-14 H,242.88,105.23,155.01,0.0,33.79,87.87,77.92,55.17,3478.92,506383.06,4.28,Crest
5280,12/23/2008,NO 15/9-F-14 H,243.61,105.23,155.47,0.0,33.69,88.14,76.29,55.5,3473.27,505086.11,0.86,Crest
5281,12/24/2008,NO 15/9-F-14 H,244.11,105.24,155.83,0.0,33.78,88.28,75.98,55.61,3494.08,507980.35,0.91,Crest
5282,12/25/2008,NO 15/9-F-14 H,244.93,105.24,155.95,0.0,33.77,88.98,77.36,56.33,3484.95,507316.82,0.9,Crest
5283,12/26/2008,NO 15/9-F-14 H,245.58,105.24,156.16,0.0,33.81,89.42,77.97,56.78,3499.21,508942.26,1.26,Crest
5284,12/27/2008,NO 15/9-F-14 H,246.17,105.25,156.36,0.0,33.09,89.81,78.88,57.15,3422.04,499431.07,1.33,Crest
5285,12/28/2008,NO 15/9-F-14 H,246.88,105.25,156.67,0.0,33.76,90.21,77.43,57.54,3494.29,509670.57,0.94,Crest
5286,12/29/2008,NO 15/9-F-14 H,247.71,105.25,156.98,0.0,33.62,90.73,76.39,58.12,3476.12,506836.21,0.93,Crest
5287,12/30/2008,NO 15/9-F-14 H,248.53,105.25,157.2,0.0,33.42,91.33,77.95,58.7,3451.08,503361.46,1.09,Crest
5288,12/31/2008,NO 15/9-F-14 H,248.98,105.26,157.44,0.0,33.45,91.54,78.83,58.87,3468.76,505874.61,0.91,Crest
5289,1/1/2009,NO 15/9-F-14 H,249.42,105.26,157.81,0.0,33.44,91.61,77.08,58.97,3478.64,506024.38,2.54,Crest
5290,1/2/2009,NO 15/9-F-14 H,250.7,105.26,157.81,0.0,32.81,92.89,77.03,60.35,3363.8,488365.58,0.81,Crest
5291,1/3/2009,NO 15/9-F-14 H,251.82,105.17,158.27,0.0,30.05,93.55,74.83,61.29,2216.9,323603.08,3.42,Crest
5292,1/4/2009,NO 15/9-F-14 H,250.74,105.23,157.72,0.0,32.64,93.03,77.82,60.45,3347.77,484832.66,0.78,Crest
5293,1/5/2009,NO 15/9-F-14 H,250.45,105.26,158.14,0.0,33.33,92.31,78.57,59.65,3495.8,506288.63,1.61,Crest
5294,1/6/2009,NO 15/9-F-14 H,250.79,104.94,157.76,0.0,31.61,93.03,74.04,60.27,2649.25,386193.55,1.51,Crest
5295,1/7/2009,NO 15/9-F-14 H,0.0,0.0,0.0,0.0,32.37,93.35,75.49,60.7,3309.88,491311.06,1.51,Crest
5296,1/8/2009,NO 15/9-F-14 H,0.0,0.0,0.0,0.0,30.45,95.86,74.08,63.58,3054.02,440434.88,0.79,Crest
5297,1/9/2009,NO 15/9-F-14 H,0.0,0.0,0.0,0.0,28.12,98.48,72.65,66.2,2627.22,377383.98,0.66,Crest
5298,1/10/2009,NO 15/9-F-14 H,0.0,0.0,0.0,0.0,31.52,95.67,74.35,63.25,3259.45,468775.45,0.87,Crest
5299,1/11/2009,NO 15/9-F-14 H,0.0,0.0,0.0,0.0,32.3,94.56,73.11,62.01,3360.25,483460.06,0.91,Crest
5300,1/12/2009,NO 15/9-F-14 H,0.0,0.0,0.0,0.0,34.3,92.04,76.58,59.1,3622.1,520625.52,1.02,Crest
5301,1/13/2009,NO 15/9-F-14 H,247.99,104.04,158.47,0.0,36.26,89.52,79.39,56.29,3920.6,561182.25,3.35,Crest
5302,1/14/2009,NO 15/9-F-14 H,251.53,105.36,160.87,0.0,35.82,90.66,80.37,57.42,3827.53,547774.31,2.66,Crest
5303,1/15/2009,NO 15/9-F-14 H,252.12,105.37,161.13,0.0,35.81,90.98,76.94,57.83,4449.03,639914.22,48.44,Crest
5304,1/16/2009,NO 15/9-F-14 H,252.55,105.38,161.38,0.0,35.82,91.17,76.75,58.01,4595.56,660379.98,59.33,Crest
5305,1/17/2009,NO 15/9-F-14 H,253.67,105.38,161.46,0.0,34.99,92.21,76.98,59.04,4386.22,641965.53,27.68,Crest
5306,1/18/2009,NO 15/9-F-14 H,253.67,105.39,161.92,0.0,35.68,91.75,76.43,58.57,4580.12,659836.92,43.97,Crest
5307,1/19/2009,NO 15/9-F-14 H,253.96,105.4,162.0,0.0,35.78,91.96,76.47,58.74,4621.01,663577.95,17.76,Crest
5308,1/20/2009,NO 15/9-F-14 H,254.36,105.39,162.07,0.0,35.8,92.3,78.36,59.07,4634.87,666607.86,11.93,Crest
5309,1/21/2009,NO 15/9-F-14 H,255.13,105.38,162.32,0.0,34.21,92.8,78.43,59.56,4162.58,599459.19,27.72,Crest
5310,1/22/2009,NO 15/9-F-14 H,256.61,105.35,162.19,0.0,33.57,94.42,74.05,62.05,3996.66,616437.48,57.89,Crest
5311,1/23/2009,NO 15/9-F-14 H,255.89,105.39,162.39,0.0,35.24,93.5,76.97,60.68,4479.0,643344.43,18.03,Crest
5312,1/24/2009,NO 15/9-F-14 H,256.37,105.39,162.49,0.0,35.18,93.88,77.97,60.75,4459.69,651056.89,25.32,Crest
5313,1/25/2009,NO 15/9-F-14 H,256.7,105.39,162.68,0.0,35.29,94.02,77.78,60.92,4519.77,647831.55,26.16,Crest
5314,1/26/2009,NO 15/9-F-14 H,257.02,105.39,163.11,0.0,35.33,93.91,75.64,60.79,4522.95,650030.81,52.77,Crest
5315,1/27/2009,NO 15/9-F-14 H,257.52,105.39,163.09,0.0,35.32,94.42,77.9,61.29,4526.29,650522.86,57.91,Crest
5316,1/28/2009,NO 15/9-F-14 H,258.44,105.39,163.46,0.0,33.75,94.97,79.85,61.92,2486.86,360902.16,38.57,Crest
5317,1/29/2009,NO 15/9-F-14 H,265.13,104.81,163.91,0.0,26.47,101.22,60.58,69.65,559.58,82493.78,88.51,Crest
5318,1/30/2009,NO 15/9-F-14 H,257.44,105.34,163.29,0.0,35.3,94.15,73.62,61.05,4535.43,649388.07,298.19,Crest
5319,1/31/2009,NO 15/9-F-14 H,257.7,105.36,163.21,0.0,35.3,94.48,74.28,61.38,4523.83,648450.26,55.17,Crest
5320,2/1/2009,NO 15/9-F-14 H,259.9,105.21,163.68,0.0,31.74,96.22,71.87,63.39,2266.89,328221.38,43.92,Crest
5321,2/2/2009,NO 15/9-F-14 H,258.13,105.35,163.35,0.0,35.33,94.78,78.46,61.69,4534.47,648416.75,64.06,Crest
5322,2/3/2009,NO 15/9-F-14 H,258.48,105.36,163.44,0.0,35.28,95.04,78.67,61.93,4536.97,647736.32,69.52,Crest
5323,2/4/2009,NO 15/9-F-14 H,270.12,104.64,165.4,0.0,19.55,104.72,55.0,72.99,384.26,56516.37,53.31,Crest
5324,2/5/2009,NO 15/9-F-14 H,259.16,105.31,163.66,0.0,34.82,95.5,78.29,62.42,4417.62,630778.17,81.55,Crest
5325,2/6/2009,NO 15/9-F-14 H,258.77,105.35,163.69,0.0,35.23,95.07,78.95,61.94,4501.76,646118.76,81.78,Crest
5326,2/7/2009,NO 15/9-F-14 H,259.32,105.37,164.32,0.0,34.85,95.01,76.4,62.0,4501.18,644354.38,66.28,Crest
5327,2/8/2009,NO 15/9-F-14 H,260.2,105.37,164.38,0.0,35.18,95.82,78.98,62.64,4669.97,664681.95,71.29,Crest
5328,2/9/2009,NO 15/9-F-14 H,263.45,105.32,163.82,0.0,32.37,99.62,78.88,66.78,3723.99,531370.47,85.72,Crest
5329,2/10/2009,NO 15/9-F-14 H,260.98,105.36,164.22,0.0,34.8,96.75,80.42,64.47,4416.34,659900.98,68.04,Crest
5330,2/11/2009,NO 15/9-F-14 H,261.48,105.37,164.35,0.0,34.7,97.13,80.24,65.8,4379.88,629307.34,143.54,Crest
5331,2/12/2009,NO 15/9-F-14 H,261.77,105.37,164.56,0.0,34.69,97.21,80.34,64.11,4440.7,631954.75,74.24,Crest
5332,2/13/2009,NO 15/9-F-14 H,263.82,105.31,164.74,0.0,32.26,99.08,78.19,66.38,3573.58,506865.09,91.37,Crest
5333,2/14/2009,NO 15/9-F-14 H,261.78,105.39,165.3,0.0,35.23,96.48,78.02,63.41,4618.77,652096.63,80.78,Crest
5334,2/15/2009,NO 15/9-F-14 H,262.42,105.39,165.23,0.0,34.88,97.19,79.68,64.47,4493.98,639392.16,88.04,Crest
5335,2/16/2009,NO 15/9-F-14 H,263.53,105.36,165.5,0.0,33.6,98.03,79.29,65.07,3907.94,554563.46,84.73,Crest
5336,2/17/2009,NO 15/9-F-14 H,263.05,105.4,165.64,0.0,34.96,97.41,79.26,64.21,4526.91,644169.06,95.76,Crest
5337,2/18/2009,NO 15/9-F-14 H,263.5,105.4,165.92,0.0,34.82,97.58,78.53,64.44,4515.1,641145.23,91.87,Crest
5338,2/19/2009,NO 15/9-F-14 H,263.91,105.41,166.19,0.0,34.8,97.72,77.44,64.6,4518.34,640332.13,81.64,Crest
5339,2/20/2009,NO 15/9-F-14 H,264.39,105.41,166.21,0.0,34.78,98.17,78.44,64.99,4509.07,638750.17,108.74,Crest
5340,2/21/2009,NO 15/9-F-14 H,270.43,105.3,165.43,0.0,29.05,104.99,75.23,72.3,2905.92,414713.42,75.56,Crest
5341,2/22/2009,NO 15/9-F-14 H,266.71,105.4,166.27,0.0,34.05,100.44,80.12,67.33,4319.02,612912.62,106.6,Crest
5342,2/23/2009,NO 15/9-F-14 H,266.67,105.41,166.51,0.0,34.4,100.15,81.01,66.99,4417.66,625514.01,117.37,Crest
5343,2/24/2009,NO 15/9-F-14 H,266.97,105.42,166.63,0.0,34.31,100.35,80.96,67.19,4367.33,622877.1,90.87,Crest
5344,2/25/2009,NO 15/9-F-14 H,269.71,105.36,166.93,0.0,31.05,102.78,76.54,69.95,3226.61,460948.01,118.99,Crest
5345,2/26/2009,NO 15/9-F-14 H,268.34,105.43,167.28,0.0,34.31,101.06,80.42,67.85,4411.9,628668.27,134.19,Crest
5346,2/27/2009,NO 15/9-F-14 H,268.75,105.44,167.4,0.0,34.31,101.35,81.08,68.19,4376.91,625510.25,152.76,Crest
5347,2/28/2009,NO 15/9-F-14 H,269.14,105.44,167.85,0.0,34.28,101.29,78.12,68.16,4417.91,626562.21,106.72,Crest
5348,3/1/2009,NO 15/9-F-14 H,269.56,105.45,167.93,0.0,34.32,101.63,79.1,68.48,4396.74,628354.12,155.97,Crest
5349,3/2/2009,NO 15/9-F-14 H,270.0,105.46,168.02,0.0,34.24,101.98,80.54,68.79,4381.09,623678.16,163.39,Crest
5350,3/3/2009,NO 15/9-F-14 H,270.29,105.46,168.31,0.0,33.58,101.99,79.55,68.8,4339.13,616094.56,-0.95,Crest
5351,3/4/2009,NO 15/9-F-14 H,270.43,105.46,168.44,0.0,34.33,101.99,77.76,68.81,4421.77,627149.49,63.56,Crest
5352,3/5/2009,NO 15/9-F-14 H,275.32,105.25,168.39,0.0,29.52,106.93,72.14,74.06,1974.22,281263.48,18.19,Crest
5353,3/6/2009,NO 15/9-F-14 H,276.24,105.32,167.74,0.0,29.13,108.5,76.69,75.92,2987.89,427244.32,90.06,Crest
5354,3/7/2009,NO 15/9-F-14 H,281.31,105.22,166.24,0.0,24.94,115.06,73.9,82.89,2208.96,316638.28,104.01,Crest
5357,3/10/2009,NO 15/9-F-14 H,277.61,105.22,166.87,0.0,30.5,110.74,66.18,79.18,2623.97,365586.5,91.12,Crest
5358,3/11/2009,NO 15/9-F-14 H,273.08,105.14,166.64,0.0,25.03,106.44,64.78,73.73,1185.05,165437.35,174.74,Crest
5359,3/12/2009,NO 15/9-F-14 H,264.3,105.46,166.49,0.0,33.23,97.81,78.17,65.3,3349.12,468179.34,78.12,Crest
5360,3/13/2009,NO 15/9-F-14 H,261.69,105.13,168.68,0.0,33.24,93.01,65.51,60.24,1512.65,217677.63,63.53,Crest
5361,3/14/2009,NO 15/9-F-14 H,255.08,105.56,167.41,0.0,39.2,87.68,80.68,54.83,4690.25,639509.9,54.58,Crest
5362,3/15/2009,NO 15/9-F-14 H,251.12,105.58,168.44,0.0,42.2,82.68,82.87,49.47,5220.21,718575.17,48.32,Crest
5363,3/16/2009,NO 15/9-F-14 H,245.34,105.61,170.41,0.0,47.25,74.92,81.38,41.26,5534.9,760060.88,77.99,Crest
5364,3/17/2009,NO 15/9-F-14 H,244.67,105.6,169.33,0.0,46.48,75.34,83.27,41.78,5634.32,778638.78,48.7,Crest
5365,3/18/2009,NO 15/9-F-14 H,254.09,105.43,164.33,0.0,36.33,89.76,80.52,56.88,4546.78,636956.26,23.96,Crest
5366,3/19/2009,NO 15/9-F-14 H,255.2,105.32,162.67,0.0,33.8,92.53,79.31,59.79,3976.45,556637.7,34.22,Crest
5367,3/20/2009,NO 15/9-F-14 H,249.81,104.83,161.58,0.0,36.01,88.23,79.34,55.47,4539.29,633353.27,37.01,Crest
5368,3/21/2009,NO 15/9-F-14 H,249.01,105.29,161.43,0.0,36.22,87.58,80.99,54.71,4427.82,618792.43,37.07,Crest
5369,3/22/2009,NO 15/9-F-14 H,246.74,105.26,160.77,0.0,36.46,85.97,80.58,53.07,4433.69,618703.76,34.73,Crest
5370,3/23/2009,NO 15/9-F-14 H,244.07,105.24,160.2,0.0,37.1,83.87,80.39,50.87,4490.24,615693.19,33.39,Crest
5371,3/24/2009,NO 15/9-F-14 H,242.68,105.2,159.26,0.0,36.77,83.42,79.94,50.54,4379.47,611263.11,207.66,Crest
5372,3/25/2009,NO 15/9-F-14 H,244.3,105.17,158.49,0.0,30.83,85.81,76.52,53.25,505.63,72083.06,7.34,Crest
5378,3/31/2009,NO 15/9-F-14 H,247.09,105.03,158.98,0.0,33.81,88.1,74.82,55.59,3650.9,531195.56,31.46,Crest
5379,4/1/2009,NO 15/9-F-14 H,246.19,105.09,158.47,0.0,33.75,87.72,76.91,55.34,3515.99,497247.67,32.39,Crest
5380,4/2/2009,NO 15/9-F-14 H,244.24,105.11,158.48,0.0,35.1,85.76,78.13,53.21,3831.97,536264.98,33.0,Crest
5381,4/3/2009,NO 15/9-F-14 H,241.57,105.14,158.64,0.0,36.76,82.92,78.76,50.13,4211.6,594143.35,37.78,Crest
5382,4/4/2009,NO 15/9-F-14 H,142.2,62.1,59.93,0.0,36.92,82.27,79.02,49.44,4266.19,603057.78,39.67,Crest
