,DATEPRD,WELL_BORE_CODE,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,
426,7-Jun-15,NO 15/9-F-1 C,284.312,100.743,176.612,0.11709,107.7,12.144,101.218,0.00,0.00,0.00,
427,8-Jun-15,NO 15/9-F-1 C,286.122,100.676,177.15,0.09387,108.973,12.9,102.434,0.00,0.00,0.00,
428,9-Jun-15,NO 15/9-F-1 C,287.872,100.618,177.613,0.09387,110.259,13.896,103.692,0.00,0.00,0.00,
429,10-Jun-15,NO 15/9-F-1 C,289.517,100.564,178.059,0.08312,111.457,14.117,97.871,0.00,0.00,0.00,
430,11-Jun-15,NO 15/9-F-1 C,272.691,106.904,239.07,22.75783,33.621,43.105,16.677,83.00,12120.00,435.00,
431,12-Jun-15,NO 15/9-F-1 C,259.989,107.945,226.55,60.86207,33.439,74.249,5.695,213.00,31055.00,1287.00,
432,13-Jun-15,NO 15/9-F-1 C,253.845,108.068,217.278,54.85205,36.567,74.568,8.827,256.00,36917.00,1013.00,
433,14-Jun-15,NO 15/9-F-1 C,251.027,108.025,212.335,51.82022,38.693,67.98,10.961,235.00,34214.00,747.00,
434,15-Jun-15,NO 15/9-F-1 C,248.768,108.022,209.878,51.7525,38.89,66.476,11.153,240.00,34789.00,703.00,
435,16-Jun-15,NO 15/9-F-1 C,246.559,107.989,208.354,51.48279,38.206,63.713,10.496,245.00,35543.00,604.00,
436,17-Jun-15,NO 15/9-F-1 C,245.202,107.96,207.843,51.35456,37.359,60.131,9.604,221.00,32378.00,550.00,
437,18-Jun-15,NO 15/9-F-1 C,243.781,107.963,207.09,51.82289,36.692,62.832,8.926,223.00,32481.00,545.00,
438,19-Jun-15,NO 15/9-F-1 C,242.223,107.977,206.114,52.09688,36.108,63.521,8.346,230.00,34081.00,555.00,
439,20-Jun-15,NO 15/9-F-1 C,240.638,107.984,205.192,52.4484,35.446,63.169,7.692,219.00,32412.00,556.00,
440,21-Jun-15,NO 15/9-F-1 C,239.848,107.956,205.379,52.69465,34.47,62.145,6.703,205.00,30485.00,536.00,
441,22-Jun-15,NO 15/9-F-1 C,238.533,108.004,203.96,53.39162,34.572,64.545,6.813,211.00,31256.00,549.00,
442,23-Jun-15,NO 15/9-F-1 C,234.811,108.148,199.129,55.36181,35.682,70.451,7.941,338.00,49948.00,746.00,
443,24-Jun-15,NO 15/9-F-1 C,228.969,108.224,192.653,56.58419,36.317,74.714,8.626,422.00,62161.00,823.00,
444,25-Jun-15,NO 15/9-F-1 C,226.215,108.169,191.41,56.5621,34.805,73.234,7.137,388.00,57125.00,711.00,
445,26-Jun-15,NO 15/9-F-1 C,224.206,108.162,190.428,58.21413,33.778,72.321,5.959,447.00,65356.00,765.00,
446,27-Jun-15,NO 15/9-F-1 C,221.041,108.196,187.735,60.8889,33.306,73.683,4.774,436.00,63621.00,747.00,
447,28-Jun-15,NO 15/9-F-1 C,218.237,108.216,185.836,62.82589,32.401,72.15,3.913,452.00,66072.00,751.00,
448,29-Jun-15,NO 15/9-F-1 C,213.81,108.287,181.869,69.60882,31.941,75.974,3.603,635.00,91315.00,974.00,
449,30-Jun-15,NO 15/9-F-1 C,207.219,108.32,176.362,73.33077,30.857,77.129,3.123,645.00,92007.00,951.00,
450,1-Jul-15,NO 15/9-F-1 C,211.121,107.516,183.435,10.21,27.686,41.206,0.492,16.00,2297.00,26.00,
451,2-Jul-15,NO 15/9-F-1 C,223.997,103.61,175.686,0,48.31,16.358,21.775,0.00,0.00,0.00,
452,3-Jul-15,NO 15/9-F-1 C,229.863,102.835,174.753,0,55.11,15.765,27.639,0.00,0.00,0.00,
453,4-Jul-15,NO 15/9-F-1 C,234.76,102.269,171.159,0,63.601,15.627,36.179,0.00,0.00,0.00,
454,5-Jul-15,NO 15/9-F-1 C,238.998,101.855,166.09,0,72.908,14.333,45.424,0.00,0.00,0.00,
455,6-Jul-15,NO 15/9-F-1 C,243.327,101.521,160.629,0,82.699,16.023,55.078,0.00,0.00,0.00,
456,7-Jul-15,NO 15/9-F-1 C,250.521,101.443,157.463,0,93.058,15.411,65.531,0.00,0.00,0.00,
457,8-Jul-15,NO 15/9-F-1 C,261.363,101.526,161.255,0,100.108,15.387,72.483,0.00,0.00,0.00,
458,9-Jul-15,NO 15/9-F-1 C,266.491,101.418,163.245,0,103.247,13.99,75.719,0.00,0.00,0.00,
459,10-Jul-15,NO 15/9-F-1 C,269.74,101.314,164.436,0,105.304,14.193,77.858,0.00,0.00,0.00,
460,11-Jul-15,NO 15/9-F-1 C,272.552,101.224,165.447,0,107.105,14.173,79.63,0.00,0.00,0.00,
