,WELL_BORE_CODE,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,FLOW_KIND,WELL_TYPE
7446,NO 15/9-F-14 H,264.42,99.67,100.0,31.1,86.25,2.46,278.07,41359.57,3501.67,production,OP
7447,NO 15/9-F-14 H,264.5,99.66,100.0,31.3,87.32,2.43,271.56,40594.17,3971.37,production,OP
7448,NO 15/9-F-14 H,264.16,99.66,100.0,31.07,88.26,2.44,265.58,39656.26,3797.58,production,OP
7449,NO 15/9-F-14 H,264.24,99.66,100.0,30.99,87.2,2.37,276.0,41180.25,3723.79,production,OP
7450,NO 15/9-F-14 H,264.31,99.66,100.0,30.97,86.42,2.34,275.59,41454.56,3502.56,production,OP
7451,NO 15/9-F-14 H,264.61,99.66,100.0,31.17,87.3,2.34,269.61,40049.23,3587.67,production,OP
7452,NO 15/9-F-14 H,264.52,99.66,100.0,31.06,88.24,2.4,272.17,39869.67,3620.46,production,OP
7453,NO 15/9-F-14 H,264.48,99.65,100.0,30.95,86.62,2.32,271.87,39911.4,3298.67,production,OP
7454,NO 15/9-F-14 H,264.45,99.65,100.0,30.96,86.53,2.36,273.25,40631.39,3557.33,production,OP
7455,NO 15/9-F-14 H,264.5,99.65,100.0,30.85,86.51,2.28,271.71,41483.88,3547.21,production,OP
7456,NO 15/9-F-14 H,264.84,99.64,100.0,31.1,86.4,2.25,271.85,41265.1,3512.7,production,OP
7457,NO 15/9-F-14 H,265.35,99.64,100.0,31.56,88.22,2.25,270.42,40978.9,3495.2,production,OP
7458,NO 15/9-F-14 H,265.3,99.64,100.0,31.55,87.47,2.25,271.12,40881.46,3458.92,production,OP
7459,NO 15/9-F-14 H,263.49,98.81,100.0,31.31,87.71,2.25,282.91,42711.71,3514.27,production,OP
7460,NO 15/9-F-14 H,264.99,99.64,100.0,31.18,87.18,2.28,270.27,40908.89,3476.18,production,OP
7461,NO 15/9-F-14 H,264.73,99.65,100.0,30.82,87.22,2.26,261.96,39442.79,3472.88,production,OP
7462,NO 15/9-F-14 H,264.8,99.65,100.0,30.79,85.59,2.2,259.79,39391.03,3475.14,production,OP
7463,NO 15/9-F-14 H,264.84,99.65,97.92,30.86,87.55,2.27,258.51,39158.41,3462.89,production,OP
7464,NO 15/9-F-14 H,264.89,99.65,100.0,30.79,86.66,2.2,263.44,39567.06,3489.09,production,OP
7465,NO 15/9-F-14 H,264.93,99.65,100.0,30.82,87.18,2.25,261.71,38863.69,3474.29,production,OP
7466,NO 15/9-F-14 H,264.98,99.66,100.0,30.75,86.81,2.2,261.22,38705.69,3486.14,production,OP
7467,NO 15/9-F-14 H,264.93,99.65,100.0,30.77,87.1,2.23,260.65,38671.33,3589.14,production,OP
7468,NO 15/9-F-14 H,264.94,99.65,100.0,30.71,86.8,2.17,257.26,38618.48,3475.69,production,OP
7469,NO 15/9-F-14 H,265.0,99.65,100.0,30.72,86.86,2.2,258.79,38583.83,3477.86,production,OP
7470,NO 15/9-F-14 H,265.07,99.65,100.0,30.74,87.16,2.2,256.56,37868.18,3485.97,production,OP
7471,NO 15/9-F-14 H,265.1,99.65,100.0,30.7,86.39,2.17,259.2,38085.63,3540.45,production,OP
7472,NO 15/9-F-14 H,265.18,99.65,100.0,30.68,85.55,2.14,262.19,38190.61,3461.46,production,OP
7473,NO 15/9-F-14 H,265.28,99.65,100.0,30.85,88.55,2.21,263.83,38355.18,3454.06,production,OP
7474,NO 15/9-F-14 H,265.24,99.65,100.0,30.81,88.2,2.23,264.35,38692.82,3462.68,production,OP
7475,NO 15/9-F-14 H,265.22,99.64,100.0,30.77,88.1,2.18,271.47,39567.36,3749.96,production,OP
7476,NO 15/9-F-14 H,265.19,99.64,100.0,30.75,88.4,2.17,274.32,39882.43,3525.19,production,OP
7477,NO 15/9-F-14 H,265.24,99.64,100.0,30.75,86.35,2.11,257.66,39059.29,3476.03,production,OP
7478,NO 15/9-F-14 H,265.14,99.64,99.99,30.72,87.49,2.16,229.5,35767.27,3196.62,production,OP
7479,NO 15/9-F-14 H,265.87,99.64,79.22,31.44,88.51,2.87,195.3,30082.67,2999.25,production,OP
7480,NO 15/9-F-14 H,265.98,99.65,81.29,31.57,88.22,2.83,250.48,37831.77,3438.37,production,OP
7481,NO 15/9-F-14 H,266.73,99.65,100.0,32.13,86.1,2.1,269.7,39629.47,3566.24,production,OP
7482,NO 15/9-F-14 H,265.56,99.66,100.0,31.1,88.56,2.3,273.87,39429.06,3493.55,production,OP
7483,NO 15/9-F-14 H,265.45,99.66,100.0,30.81,86.81,2.19,261.25,34983.55,3476.32,production,OP
7484,NO 15/9-F-14 H,265.45,99.66,97.83,30.88,88.55,2.24,250.31,35982.96,3310.68,production,OP
7485,NO 15/9-F-14 H,265.69,99.65,97.92,31.07,88.2,2.2,257.61,37200.36,3494.89,production,OP
7486,NO 15/9-F-14 H,265.44,99.65,100.0,30.82,87.97,2.17,261.54,37167.27,3462.22,production,OP
7487,NO 15/9-F-14 H,265.44,99.64,100.0,30.79,88.01,2.19,251.24,36784.44,3426.24,production,OP
7488,NO 15/9-F-14 H,265.51,99.63,100.0,30.76,88.26,2.2,256.09,37323.39,3426.19,production,OP
7489,NO 15/9-F-14 H,265.56,99.63,100.0,30.79,88.51,2.18,254.14,36480.09,3405.12,production,OP
7490,NO 15/9-F-14 H,265.5,99.62,100.0,30.71,88.42,2.16,253.43,36856.85,3397.62,production,OP
7491,NO 15/9-F-14 H,265.45,99.62,100.0,30.68,88.34,2.13,252.16,36772.07,3373.03,production,OP
7492,NO 15/9-F-14 H,265.32,99.62,100.0,30.66,88.05,2.14,252.07,36654.21,3418.69,production,OP
7493,NO 15/9-F-14 H,265.1,99.5,100.0,30.58,88.27,2.06,250.49,36391.81,3176.07,production,OP
7494,NO 15/9-F-14 H,265.08,99.6,100.0,30.53,88.15,2.01,251.63,36481.1,3186.56,production,OP
7495,NO 15/9-F-14 H,265.09,99.6,100.0,30.48,87.26,1.96,250.8,36394.66,3177.18,production,OP
7496,NO 15/9-F-14 H,265.07,99.6,100.0,30.45,87.1,1.92,248.18,36319.35,3189.91,production,OP
7497,NO 15/9-F-14 H,265.05,99.6,100.0,30.45,86.84,1.91,249.16,36177.03,3176.45,production,OP
7498,NO 15/9-F-14 H,265.09,99.6,100.0,30.5,86.64,1.97,249.64,36522.06,3173.63,production,OP
7499,NO 15/9-F-14 H,265.54,99.61,100.0,30.55,87.87,2.0,249.2,37369.45,3217.63,production,OP
7500,NO 15/9-F-14 H,265.97,99.64,100.0,30.67,87.43,2.11,250.23,37532.02,3333.89,production,OP
7501,NO 15/9-F-14 H,266.36,99.66,97.92,30.78,88.7,2.21,249.89,37039.67,3375.2,production,OP
7502,NO 15/9-F-14 H,266.54,99.67,100.0,30.85,88.76,2.24,252.44,37472.55,3460.38,production,OP
7503,NO 15/9-F-14 H,266.76,99.67,97.92,30.91,88.94,2.3,254.67,37879.69,3484.44,production,OP
7504,NO 15/9-F-14 H,267.13,99.69,97.92,30.97,88.92,2.35,252.32,37571.89,3550.23,production,OP
7505,NO 15/9-F-14 H,267.19,99.7,97.92,30.98,88.99,2.39,254.68,36786.2,3584.51,production,OP
7506,NO 15/9-F-14 H,267.03,99.69,100.0,30.98,89.01,2.37,255.71,37126.86,3592.75,production,OP
7507,NO 15/9-F-14 H,266.94,99.69,100.0,30.97,88.97,2.34,257.81,37945.22,3413.32,production,OP
7508,NO 15/9-F-14 H,266.84,99.68,100.0,30.93,88.96,2.31,257.92,37733.62,3488.72,production,OP
7509,NO 15/9-F-14 H,266.74,99.68,100.0,30.88,88.87,2.28,269.39,38970.11,3450.88,production,OP
7510,NO 15/9-F-14 H,266.62,99.68,100.0,30.81,88.84,2.25,268.14,38810.72,3442.74,production,OP
7511,NO 15/9-F-14 H,266.57,99.68,100.0,30.81,88.61,2.23,265.67,38446.47,3483.44,production,OP
7512,NO 15/9-F-14 H,266.54,99.67,100.0,30.78,88.69,2.22,265.19,38335.96,3424.63,production,OP
7513,NO 15/9-F-14 H,266.51,99.67,100.0,30.74,88.5,2.18,266.54,38420.55,3438.38,production,OP
7514,NO 15/9-F-14 H,266.48,99.66,100.0,30.66,87.85,2.12,265.58,38221.54,3406.96,production,OP
7515,NO 15/9-F-14 H,266.48,99.66,100.0,30.69,88.01,2.12,265.86,38132.97,3334.59,production,OP
7516,NO 15/9-F-14 H,266.59,99.65,100.0,30.86,88.58,2.14,266.93,38283.95,3293.68,production,OP
7517,NO 15/9-F-14 H,266.43,99.65,100.0,30.73,88.67,2.14,266.77,38059.97,3291.32,production,OP
7518,NO 15/9-F-14 H,266.39,99.64,100.0,30.69,88.63,2.12,264.65,37706.63,3278.55,production,OP
7519,NO 15/9-F-14 H,266.32,99.64,100.0,30.58,87.48,2.04,261.21,37646.76,3268.61,production,OP
7520,NO 15/9-F-14 H,266.29,99.63,100.0,30.55,87.35,2.0,256.3,37262.04,3292.79,production,OP
7521,NO 15/9-F-14 H,266.28,99.63,100.0,30.56,87.38,1.99,256.05,37457.9,3284.53,production,OP
7522,NO 15/9-F-14 H,266.27,99.62,100.0,30.5,87.06,1.93,251.22,36700.18,3284.73,production,OP
7523,NO 15/9-F-14 H,266.24,99.62,100.0,30.58,88.15,2.0,251.83,36547.25,3272.78,production,OP
7524,NO 15/9-F-14 H,266.23,99.61,100.0,30.57,88.19,2.0,248.81,37109.76,3270.46,production,OP
7525,NO 15/9-F-14 H,266.21,99.61,100.0,30.51,87.48,1.96,249.54,36304.49,3277.83,production,OP
7526,NO 15/9-F-14 H,266.19,99.6,100.0,30.5,87.78,1.95,249.52,36396.68,3270.31,production,OP
7527,NO 15/9-F-14 H,266.16,99.6,100.0,30.45,86.99,1.9,249.57,36359.07,3255.98,production,OP
7528,NO 15/9-F-14 H,266.14,99.59,100.0,30.44,86.39,1.87,249.17,36248.95,3250.77,production,OP
7529,NO 15/9-F-14 H,266.43,99.58,100.0,30.77,88.06,1.92,247.01,35872.74,3230.43,production,OP
7530,NO 15/9-F-14 H,266.66,99.58,100.0,31.04,88.33,1.97,218.91,31744.29,3241.86,production,OP
7531,NO 15/9-F-14 H,266.66,99.57,100.0,31.04,88.09,1.93,218.85,31669.44,3229.75,production,OP
7532,NO 15/9-F-14 H,266.65,99.57,100.0,31.03,87.99,1.91,220.18,31763.16,3226.07,production,OP
7533,NO 15/9-F-14 H,266.66,99.57,100.0,31.03,88.05,1.91,219.57,31790.61,3221.22,production,OP
7534,NO 15/9-F-14 H,266.65,99.56,100.0,30.9,87.23,1.82,218.22,31783.85,3217.35,production,OP
7535,NO 15/9-F-14 H,266.6,99.56,100.0,31.01,87.62,1.87,219.36,31727.63,3210.16,production,OP
7536,NO 15/9-F-14 H,266.57,99.55,100.0,31.02,88.47,1.9,219.12,31639.95,3202.96,production,OP
7537,NO 15/9-F-14 H,266.55,99.55,100.0,30.96,87.48,1.87,216.11,31600.98,3245.34,production,OP
7538,NO 15/9-F-14 H,266.32,99.55,100.0,30.81,87.72,1.9,213.4,31156.53,3553.58,production,OP
7539,NO 15/9-F-14 H,265.9,99.55,100.0,30.45,88.22,1.9,202.34,30665.59,3230.27,production,OP
7540,NO 15/9-F-14 H,266.18,99.54,100.0,30.68,87.65,1.84,216.49,31777.82,3638.85,production,OP
7541,NO 15/9-F-14 H,265.82,99.54,100.0,30.46,88.27,1.88,204.02,30027.03,3391.07,production,OP
7542,NO 15/9-F-14 H,265.74,99.54,100.0,30.41,88.29,1.88,210.6,30953.54,3350.03,production,OP
7543,NO 15/9-F-14 H,265.66,99.54,97.92,30.33,87.85,1.84,205.59,30105.92,3334.37,production,OP
7544,NO 15/9-F-14 H,265.6,99.53,97.92,30.32,87.69,1.84,209.54,30888.27,3695.19,production,OP
7545,NO 15/9-F-14 H,265.56,99.53,100.0,30.32,87.43,1.83,212.97,31325.27,3495.86,production,OP
7546,NO 15/9-F-14 H,265.53,99.52,100.0,30.34,88.24,1.86,211.21,31172.18,3626.25,production,OP
7547,NO 15/9-F-14 H,265.5,99.52,97.92,30.25,87.28,1.78,209.66,31042.34,3288.2,production,OP
7548,NO 15/9-F-14 H,265.5,99.52,100.0,30.26,86.69,1.78,212.13,31604.86,3575.05,production,OP
7549,NO 15/9-F-14 H,265.52,99.52,100.0,30.24,85.9,1.73,211.86,31656.12,3575.71,production,OP
7550,NO 15/9-F-14 H,265.47,99.51,100.0,30.29,88.1,1.81,210.38,31240.33,3522.27,production,OP
7551,NO 15/9-F-14 H,265.45,99.51,100.0,30.27,87.95,1.81,209.98,31051.19,3407.31,production,OP
7552,NO 15/9-F-14 H,265.45,99.51,100.0,30.17,85.89,1.74,209.93,30587.58,3275.37,production,OP
7553,NO 15/9-F-14 H,265.49,99.51,100.0,30.19,86.12,1.72,209.42,30498.59,3276.71,production,OP
7554,NO 15/9-F-14 H,268.39,99.47,74.93,32.26,86.14,3.49,158.34,23689.64,2934.01,production,OP
7555,NO 15/9-F-14 H,265.59,99.5,98.83,30.41,87.99,1.89,207.56,30190.15,3289.01,production,OP
7556,NO 15/9-F-14 H,265.7,99.49,100.0,30.39,88.26,1.86,208.95,30361.39,3241.03,production,OP
7557,NO 15/9-F-14 H,265.73,99.5,100.0,30.36,88.12,1.85,207.44,30120.03,3171.39,production,OP
7558,NO 15/9-F-14 H,265.74,99.5,100.0,30.36,88.07,1.79,205.45,29899.7,3447.26,production,OP
7559,NO 15/9-F-14 H,265.77,99.49,100.0,30.34,87.96,1.82,205.93,30045.38,3176.58,production,OP
7560,NO 15/9-F-14 H,265.64,99.48,100.0,30.37,88.37,1.84,203.36,29321.7,3151.83,production,OP
7561,NO 15/9-F-14 H,265.59,99.48,100.0,30.32,87.96,1.8,199.6,29051.15,3311.59,production,OP
7562,NO 15/9-F-14 H,265.56,99.48,100.0,30.33,88.04,1.81,200.25,29019.82,3228.86,production,OP
7563,NO 15/9-F-14 H,265.54,99.47,100.0,30.29,87.91,1.78,198.29,28719.78,3276.15,production,OP
7564,NO 15/9-F-14 H,265.5,99.47,100.0,30.29,87.52,1.77,197.29,28851.13,3293.2,production,OP
7565,NO 15/9-F-14 H,265.88,99.46,100.0,30.62,87.91,1.76,197.15,28681.12,3229.55,production,OP
7566,NO 15/9-F-14 H,266.29,99.47,100.0,30.8,88.06,1.81,194.1,28806.64,3147.1,production,OP
7567,NO 15/9-F-14 H,266.15,99.5,100.0,30.45,88.56,1.89,199.56,29526.79,3243.68,production,OP
7568,NO 15/9-F-14 H,266.45,99.51,100.0,30.43,87.42,1.89,197.87,29476.07,3315.39,production,OP
7569,NO 15/9-F-14 H,266.72,99.52,100.0,30.57,88.5,1.98,202.06,29887.05,3358.87,production,OP
7570,NO 15/9-F-14 H,267.01,99.54,100.0,30.64,88.56,2.05,199.63,29530.83,3402.25,production,OP
7571,NO 15/9-F-14 H,267.26,99.55,100.0,30.7,88.71,2.09,200.27,29484.37,3439.04,production,OP
7572,NO 15/9-F-14 H,267.51,99.55,100.0,30.78,88.99,2.16,199.69,29406.13,3512.97,production,OP
7573,NO 15/9-F-14 H,267.74,99.56,100.0,30.72,87.33,2.11,195.5,28608.42,3499.55,production,OP
7574,NO 15/9-F-14 H,268.11,99.57,100.0,31.0,88.87,2.19,198.1,28936.49,3549.18,production,OP
7575,NO 15/9-F-14 H,267.75,99.57,100.0,30.75,88.19,2.14,209.52,30633.42,3638.32,production,OP
7576,NO 15/9-F-14 H,267.86,99.55,100.0,31.03,88.96,2.15,209.13,30058.55,3490.05,production,OP
7577,NO 15/9-F-14 H,267.5,99.55,100.0,30.72,88.21,2.1,211.19,30111.44,3387.79,production,OP
7578,NO 15/9-F-14 H,267.35,99.55,100.0,30.58,86.96,2.03,195.17,28873.6,3608.08,production,OP
7579,NO 15/9-F-14 H,267.28,99.56,100.0,30.55,86.89,2.01,238.65,35232.92,3357.76,production,OP
7580,NO 15/9-F-14 H,267.16,99.55,100.0,30.68,88.7,2.04,237.7,35008.01,3357.83,production,OP
7581,NO 15/9-F-14 H,267.0,99.54,100.0,30.6,88.55,2.01,233.92,34378.92,3309.16,production,OP
7582,NO 15/9-F-14 H,266.96,99.54,100.0,30.55,88.42,1.96,232.49,34232.01,3209.77,production,OP
7583,NO 15/9-F-14 H,266.95,99.54,100.0,30.59,88.81,1.99,230.42,33895.51,3210.42,production,OP
7584,NO 15/9-F-14 H,266.92,99.54,100.0,30.5,88.45,1.93,229.25,33579.42,3292.79,production,OP
7585,NO 15/9-F-14 H,266.91,99.54,100.0,30.52,88.48,1.93,226.43,33360.62,3071.6,production,OP
7586,NO 15/9-F-14 H,266.9,99.54,100.0,30.5,88.08,1.93,224.74,32997.35,2958.66,production,OP
7587,NO 15/9-F-14 H,266.89,99.53,97.92,30.48,88.16,1.92,217.63,31908.45,2934.34,production,OP
7588,NO 15/9-F-14 H,266.87,99.53,97.92,30.41,87.68,1.87,214.0,31738.65,2895.52,production,OP
7589,NO 15/9-F-14 H,266.85,99.53,100.0,30.43,88.13,1.86,217.93,32053.21,2913.97,production,OP
7590,NO 15/9-F-14 H,266.82,99.53,100.0,30.47,88.82,1.92,230.04,33920.52,3030.43,production,OP
7591,NO 15/9-F-14 H,266.83,99.53,100.0,30.46,88.84,1.9,226.32,33375.55,2997.06,production,OP
7592,NO 15/9-F-14 H,266.83,99.53,100.0,30.48,88.78,1.92,223.37,32999.87,2939.28,production,OP
7593,NO 15/9-F-14 H,266.82,99.53,100.0,30.47,88.86,1.91,220.64,32595.51,2927.52,production,OP
7594,NO 15/9-F-14 H,266.79,99.53,100.0,30.38,87.27,1.85,218.99,32368.03,2925.9,production,OP
7595,NO 15/9-F-14 H,266.8,99.52,100.0,30.39,86.71,1.82,218.66,32686.87,3122.75,production,OP
7596,NO 15/9-F-14 H,266.83,99.52,100.0,30.42,88.25,1.86,215.45,32332.28,3157.19,production,OP
7597,NO 15/9-F-14 H,266.87,99.52,100.0,30.4,88.28,1.84,213.78,31982.69,3133.24,production,OP
7598,NO 15/9-F-14 H,266.88,99.52,100.0,30.39,86.93,1.84,215.67,32366.68,3152.34,production,OP
7599,NO 15/9-F-14 H,266.91,99.52,100.0,30.45,88.84,1.89,217.6,33091.83,3155.3,production,OP
7600,NO 15/9-F-14 H,266.92,99.51,100.0,30.42,87.98,1.87,217.68,32893.24,3150.12,production,OP
7601,NO 15/9-F-14 H,266.9,99.51,100.0,30.44,88.24,1.88,215.49,32454.35,3165.9,production,OP
7602,NO 15/9-F-14 H,266.91,99.51,100.0,30.45,88.75,1.89,213.27,32133.08,3151.35,production,OP
7603,NO 15/9-F-14 H,266.9,99.51,100.0,30.43,88.64,1.86,210.61,31633.5,3141.38,production,OP
7604,NO 15/9-F-14 H,266.89,99.5,100.0,30.43,88.76,1.87,208.91,31383.36,3143.59,production,OP
7605,NO 15/9-F-14 H,266.89,99.5,100.0,30.43,88.76,1.86,205.32,31034.47,3109.92,production,OP
7606,NO 15/9-F-14 H,268.37,99.48,81.42,31.25,87.2,2.64,143.98,21709.0,2432.79,production,OP
7607,NO 15/9-F-14 H,267.07,99.49,100.0,30.43,88.16,1.88,205.34,30788.78,3134.32,production,OP
7608,NO 15/9-F-14 H,267.14,99.49,100.0,30.42,88.27,1.88,201.29,30133.96,3134.26,production,OP
7609,NO 15/9-F-14 H,267.12,99.49,100.0,30.37,87.64,1.84,200.38,29941.25,3129.41,production,OP
7610,NO 15/9-F-14 H,267.11,99.49,100.0,30.43,88.2,1.88,200.32,29808.92,3134.87,production,OP
7611,NO 15/9-F-14 H,267.1,99.48,100.0,30.3,85.92,1.79,198.27,29771.94,3131.77,production,OP
7612,NO 15/9-F-14 H,267.07,99.47,100.0,30.29,87.12,1.81,199.08,29974.88,3133.92,production,OP
7613,NO 15/9-F-14 H,267.12,99.47,100.0,30.35,87.79,1.8,199.66,29381.58,3123.12,production,OP
7614,NO 15/9-F-14 H,267.04,99.47,100.0,30.34,87.65,1.82,196.53,29227.28,3137.67,production,OP
7615,NO 15/9-F-14 H,267.01,99.46,100.0,30.42,88.74,1.87,194.38,29681.47,3136.96,production,OP
7616,NO 15/9-F-14 H,266.98,99.46,100.0,30.37,88.29,1.85,190.88,29603.16,3140.54,production,OP
7617,NO 15/9-F-14 H,266.95,99.46,100.0,30.31,87.58,1.81,192.44,29487.55,3135.61,production,OP
7618,NO 15/9-F-14 H,266.92,99.45,100.0,30.29,87.68,1.79,191.28,29325.52,3135.28,production,OP
7619,NO 15/9-F-14 H,266.87,99.45,100.0,30.33,87.76,1.8,188.45,29222.06,2981.01,production,OP
7620,NO 15/9-F-14 H,266.87,99.45,100.0,30.35,88.48,1.83,190.09,29089.95,3099.93,production,OP
7621,NO 15/9-F-14 H,266.89,99.45,100.0,30.32,88.39,1.8,188.64,29071.2,3091.4,production,OP
7622,NO 15/9-F-14 H,266.86,99.45,100.0,30.27,86.74,1.76,189.0,29056.74,3091.56,production,OP
7623,NO 15/9-F-14 H,266.87,99.45,100.0,30.29,86.76,1.76,188.94,28736.85,3095.8,production,OP
7624,NO 15/9-F-14 H,266.9,99.45,100.0,30.39,88.69,1.85,188.47,28325.83,3036.11,production,OP
7625,NO 15/9-F-14 H,266.88,99.45,100.0,30.37,88.47,1.85,186.14,28198.92,3032.23,production,OP
7626,NO 15/9-F-14 H,266.82,99.45,100.0,30.27,87.61,1.77,187.29,28190.44,2926.29,production,OP
7627,NO 15/9-F-14 H,266.81,99.45,97.92,30.24,85.94,1.74,184.81,27827.56,3181.17,production,OP
7628,NO 15/9-F-14 H,266.81,99.45,100.0,30.25,87.33,1.75,188.93,28367.4,3148.36,production,OP
7629,NO 15/9-F-14 H,266.81,99.45,100.0,30.25,87.02,1.76,187.31,28213.84,3070.07,production,OP
7630,NO 15/9-F-14 H,266.81,99.45,100.0,30.23,87.12,1.73,187.04,27947.99,3030.9,production,OP
7631,NO 15/9-F-14 H,266.58,99.45,100.0,30.22,87.07,1.74,182.72,27160.26,3091.95,production,OP
7632,NO 15/9-F-14 H,266.36,99.43,100.0,30.19,87.97,1.69,182.3,27276.64,3061.3,production,OP
7633,NO 15/9-F-14 H,266.45,99.44,100.0,30.24,87.83,1.73,181.85,27121.24,3045.59,production,OP
7634,NO 15/9-F-14 H,267.04,99.44,61.82,30.21,87.09,1.95,83.33,12685.21,1565.89,production,OP
7639,NO 15/9-F-14 H,273.72,99.33,25.53,34.46,76.74,4.69,27.78,4808.85,707.93,production,OP
7640,NO 15/9-F-14 H,267.21,99.5,90.29,30.47,87.56,1.66,157.03,25270.51,2900.8,production,OP
7641,NO 15/9-F-14 H,266.86,99.4,100.0,30.45,87.49,1.46,167.01,25630.82,3004.8,production,OP
7642,NO 15/9-F-14 H,269.27,99.41,93.21,32.46,87.46,2.43,149.36,23607.11,2802.46,production,OP
7643,NO 15/9-F-14 H,271.57,99.37,78.19,33.93,85.09,4.49,116.5,18074.91,2356.83,production,OP
7644,NO 15/9-F-14 H,266.97,99.41,98.94,30.28,87.33,1.5,194.21,29378.51,2983.41,production,OP
7645,NO 15/9-F-14 H,267.04,99.39,100.0,30.29,87.76,1.53,189.75,28482.94,2748.15,production,OP
7646,NO 15/9-F-14 H,267.02,99.39,100.0,30.3,87.99,1.54,188.42,28214.41,2876.86,production,OP
7647,NO 15/9-F-14 H,266.98,99.37,100.0,30.33,88.17,1.57,186.89,28018.82,2924.27,production,OP
7648,NO 15/9-F-14 H,266.95,99.36,100.0,30.33,88.29,1.57,187.0,27949.58,2931.08,production,OP
7649,NO 15/9-F-14 H,266.83,99.36,100.0,30.28,87.59,1.53,186.39,27862.36,2995.11,production,OP
7650,NO 15/9-F-14 H,266.7,99.37,100.0,30.23,86.03,1.48,187.0,28136.21,2994.49,production,OP
7651,NO 15/9-F-14 H,266.54,99.38,100.0,30.21,85.19,1.47,189.52,28104.7,2966.98,production,OP
7652,NO 15/9-F-14 H,266.43,99.39,100.0,30.26,87.0,1.49,187.91,27812.03,2970.3,production,OP
7653,NO 15/9-F-14 H,266.32,99.4,100.0,30.28,87.25,1.5,182.96,27446.47,2957.7,production,OP
7654,NO 15/9-F-14 H,266.25,99.41,100.0,30.27,87.52,1.48,189.43,28069.49,2944.75,production,OP
7655,NO 15/9-F-14 H,266.2,99.41,100.0,30.26,87.8,1.48,191.27,28213.52,2932.14,production,OP
7656,NO 15/9-F-14 H,266.18,99.41,100.0,30.34,88.24,1.54,189.42,28135.58,2954.5,production,OP
7657,NO 15/9-F-14 H,266.17,99.41,100.0,30.33,88.17,1.54,197.04,28827.01,2753.0,production,OP
7658,NO 15/9-F-14 H,266.23,99.41,100.0,30.41,88.24,1.55,191.34,27919.98,2700.5,production,OP
7659,NO 15/9-F-14 H,266.3,99.41,100.0,30.46,88.34,1.55,183.18,27523.64,2557.29,production,OP
7660,NO 15/9-F-14 H,266.17,99.41,100.0,30.26,87.92,1.46,193.91,29224.31,2650.47,production,OP
7661,NO 15/9-F-14 H,257.28,94.19,58.9,35.41,84.95,5.75,99.34,15525.09,1370.18,production,OP
7662,NO 15/9-F-14 H,266.43,99.4,97.55,30.8,88.13,1.57,190.37,28705.6,2789.04,production,OP
7663,NO 15/9-F-14 H,266.56,99.39,100.0,30.74,87.19,1.48,194.61,29333.48,2901.84,production,OP
7664,NO 15/9-F-14 H,266.66,99.41,100.0,30.8,87.46,1.51,169.33,25840.68,3001.96,production,OP
7665,NO 15/9-F-14 H,266.72,99.42,100.0,30.83,88.23,1.52,169.8,25650.44,2991.38,production,OP
7666,NO 15/9-F-14 H,266.75,99.42,100.0,30.8,88.37,1.55,167.65,25650.07,2987.55,production,OP
7667,NO 15/9-F-14 H,266.74,99.42,100.0,30.73,87.82,1.49,167.02,25399.56,2972.61,production,OP
7668,NO 15/9-F-14 H,266.74,99.42,97.92,30.69,87.03,1.47,165.39,25209.29,2819.84,production,OP
7669,NO 15/9-F-14 H,266.74,99.43,97.92,30.74,87.83,1.53,171.36,26017.74,2771.02,production,OP
7670,NO 15/9-F-14 H,265.37,99.45,100.0,29.58,88.06,1.61,175.34,26670.99,2884.15,production,OP
7671,NO 15/9-F-14 H,263.07,99.48,100.0,27.52,88.35,1.75,191.42,29069.88,3111.74,production,OP
7672,NO 15/9-F-14 H,263.15,99.49,100.0,27.53,88.5,1.75,189.77,28901.37,3203.79,production,OP
7673,NO 15/9-F-14 H,263.13,99.49,97.92,27.53,88.72,1.74,187.11,28320.49,3136.55,production,OP
7674,NO 15/9-F-14 H,263.12,99.49,100.0,27.43,86.5,1.67,187.63,28600.25,3186.81,production,OP
7675,NO 15/9-F-14 H,263.12,99.49,100.0,27.39,84.42,1.63,186.65,28510.12,3181.96,production,OP
7676,NO 15/9-F-14 H,263.14,99.5,100.0,27.39,84.47,1.63,187.21,28401.45,3162.96,production,OP
7677,NO 15/9-F-14 H,263.19,99.5,100.0,27.47,86.24,1.67,184.47,28204.41,3158.0,production,OP
7678,NO 15/9-F-14 H,263.34,99.5,100.0,27.66,88.62,1.75,192.53,29098.55,3108.05,production,OP
7679,NO 15/9-F-14 H,263.29,99.51,100.0,27.55,88.32,1.7,191.96,29066.59,3128.61,production,OP
7680,NO 15/9-F-14 H,263.35,99.51,100.0,27.52,87.0,1.67,192.56,29140.96,3124.55,production,OP
7681,NO 15/9-F-14 H,263.41,99.51,100.0,27.56,87.43,1.68,190.38,29018.31,3129.87,production,OP
7682,NO 15/9-F-14 H,265.92,99.48,79.45,29.35,87.39,3.03,151.5,23326.06,2759.36,production,OP
7683,NO 15/9-F-14 H,264.15,99.49,99.82,28.33,88.29,1.64,186.2,27997.95,3167.01,production,OP
