,WELL_BORE_CODE,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,FLOW_KIND,WELL_TYPE
1053,NO 15/9-F-11 H,230.57,106.35,11.59,64.77,65.93,36.3,1120.87,161680.66,125.34,production,OP
1054,NO 15/9-F-11 H,229.05,106.35,11.62,63.79,64.93,35.28,1051.71,150929.04,134.46,production,OP
1055,NO 15/9-F-11 H,225.12,106.41,12.02,61.62,65.58,33.11,1069.25,152324.57,133.96,production,OP
1056,NO 15/9-F-11 H,225.4,106.39,12.01,61.64,66.47,33.3,1065.51,149817.16,133.28,production,OP
1057,NO 15/9-F-11 H,225.32,106.38,11.75,61.5,65.58,33.16,1060.68,149171.67,136.64,production,OP
1058,NO 15/9-F-11 H,225.15,106.38,12.02,61.29,66.15,32.95,1070.94,148690.73,140.15,production,OP
1059,NO 15/9-F-11 H,225.14,106.37,11.72,61.19,66.6,32.84,1039.28,145145.34,135.83,production,OP
1060,NO 15/9-F-11 H,225.31,106.37,11.86,61.21,66.18,32.87,1051.25,148397.43,137.24,production,OP
1061,NO 15/9-F-11 H,225.21,106.37,11.79,61.02,66.51,32.68,1056.25,153849.37,141.14,production,OP
1062,NO 15/9-F-11 H,225.11,106.37,11.79,60.91,64.81,32.55,1067.53,155309.42,149.15,production,OP
1063,NO 15/9-F-11 H,225.21,106.38,11.82,60.86,67.72,32.54,1079.36,156708.8,161.5,production,OP
1064,NO 15/9-F-11 H,225.04,106.4,12.06,60.75,67.77,32.39,1102.34,155401.95,165.02,production,OP
1065,NO 15/9-F-11 H,225.1,106.43,11.93,60.78,67.86,32.29,1057.78,154921.61,140.14,production,OP
1066,NO 15/9-F-11 H,225.24,106.43,12.18,60.73,68.11,32.23,1063.17,157209.88,150.54,production,OP
1067,NO 15/9-F-11 H,224.8,105.4,12.15,60.81,68.37,32.31,1087.43,159981.09,198.19,production,OP
1068,NO 15/9-F-11 H,225.55,106.46,12.19,60.79,68.71,32.27,1096.32,161324.73,199.19,production,OP
1069,NO 15/9-F-11 H,225.65,106.46,12.3,60.78,68.41,32.26,1111.83,164196.07,202.64,production,OP
1070,NO 15/9-F-11 H,225.56,106.48,12.32,60.67,68.36,32.15,1134.99,167666.0,206.11,production,OP
1071,NO 15/9-F-11 H,225.12,106.5,12.45,60.39,68.7,31.86,1152.6,170349.69,209.79,production,OP
1072,NO 15/9-F-11 H,228.66,106.34,10.81,61.89,64.39,33.11,1068.24,158582.92,176.72,production,OP
1073,NO 15/9-F-11 H,225.12,106.4,12.01,59.72,66.68,31.14,1109.18,162654.16,206.04,production,OP
1074,NO 15/9-F-11 H,225.58,106.49,12.13,60.28,68.16,31.71,1109.98,163691.38,206.1,production,OP
1075,NO 15/9-F-11 H,225.17,106.54,12.2,60.09,68.25,31.53,1178.62,173181.52,207.6,production,OP
1076,NO 15/9-F-11 H,225.92,106.54,12.23,60.43,69.08,31.86,1180.81,170780.98,207.67,production,OP
1077,NO 15/9-F-11 H,225.24,106.56,12.35,60.01,69.37,31.44,1199.75,173330.3,209.56,production,OP
1078,NO 15/9-F-11 H,225.11,106.58,12.33,59.91,68.1,31.35,1197.7,173333.04,208.41,production,OP
1079,NO 15/9-F-11 H,225.21,106.58,12.32,59.87,69.14,31.3,1349.24,197569.52,209.78,production,OP
1080,NO 15/9-F-11 H,225.37,106.59,12.26,59.89,68.56,31.33,1189.09,175045.96,205.42,production,OP
1081,NO 15/9-F-11 H,225.38,106.59,12.04,59.85,67.88,31.29,1172.31,170982.37,195.05,production,OP
1082,NO 15/9-F-11 H,224.83,106.6,12.09,59.47,69.58,30.92,1175.15,170180.4,195.92,production,OP
1083,NO 15/9-F-11 H,224.69,106.61,12.2,59.35,69.3,30.79,1116.79,164074.34,197.37,production,OP
1084,NO 15/9-F-11 H,224.87,106.61,12.25,59.4,68.84,30.84,1102.45,162814.92,195.5,production,OP
1085,NO 15/9-F-11 H,224.95,106.6,12.24,59.38,68.9,30.84,1104.3,163026.07,195.43,production,OP
1086,NO 15/9-F-11 H,223.11,106.63,12.31,58.26,69.01,29.72,1120.89,164489.89,195.67,production,OP
1087,NO 15/9-F-11 H,220.39,106.7,13.09,56.8,69.55,28.23,1156.42,170403.34,205.72,production,OP
1088,NO 15/9-F-11 H,220.03,106.7,13.24,56.59,69.7,28.02,1160.01,170577.28,209.65,production,OP
1089,NO 15/9-F-11 H,219.93,106.7,13.16,56.48,69.1,27.91,1147.01,169702.0,216.58,production,OP
1090,NO 15/9-F-11 H,219.91,106.7,13.2,56.37,69.34,27.81,1146.84,169233.29,209.38,production,OP
1091,NO 15/9-F-11 H,219.47,106.7,13.32,56.08,69.63,27.52,1146.08,168593.88,208.39,production,OP
1092,NO 15/9-F-11 H,219.92,106.69,13.32,56.26,69.36,27.7,1136.02,165565.61,213.17,production,OP
1093,NO 15/9-F-11 H,219.94,106.68,13.33,56.2,69.55,27.31,1117.48,164287.51,211.74,production,OP
1094,NO 15/9-F-11 H,219.7,106.69,13.33,56.04,69.56,27.49,1169.41,171699.81,221.46,production,OP
1095,NO 15/9-F-11 H,220.15,106.68,12.97,56.24,69.66,27.68,1199.09,177015.68,217.44,production,OP
1096,NO 15/9-F-11 H,234.44,106.28,7.66,64.22,61.61,36.54,660.56,98984.27,121.06,production,OP
1097,NO 15/9-F-11 H,230.93,105.74,11.12,59.72,63.83,30.71,964.21,145661.21,179.68,production,OP
1098,NO 15/9-F-11 H,219.88,106.54,12.65,55.11,69.38,26.45,1119.75,167672.0,229.53,production,OP
1099,NO 15/9-F-11 H,220.16,106.58,12.44,55.54,69.09,26.89,1107.66,165827.2,208.5,production,OP
1100,NO 15/9-F-11 H,220.3,106.6,12.51,55.7,68.73,27.06,1141.0,171373.98,209.26,production,OP
1101,NO 15/9-F-11 H,220.07,106.61,12.59,55.6,69.0,26.95,1109.35,166045.73,204.13,production,OP
1102,NO 15/9-F-11 H,220.11,106.62,12.59,55.65,67.7,27.01,1109.15,165832.45,203.81,production,OP
1103,NO 15/9-F-11 H,220.09,106.62,12.6,55.63,67.67,26.97,1110.91,165826.99,204.26,production,OP
1104,NO 15/9-F-11 H,219.99,106.63,12.73,55.6,67.64,26.94,1111.67,166008.01,206.62,production,OP
1105,NO 15/9-F-11 H,220.05,106.63,12.7,55.6,68.17,26.93,1107.58,164858.0,206.98,production,OP
1106,NO 15/9-F-11 H,220.04,106.63,12.6,55.57,69.26,26.89,1098.4,163484.52,206.21,production,OP
1107,NO 15/9-F-11 H,220.26,106.63,12.49,55.68,68.9,27.02,1110.52,165613.65,201.25,production,OP
1108,NO 15/9-F-11 H,220.24,106.63,12.34,55.65,69.31,26.99,1104.61,164395.38,198.11,production,OP
1109,NO 15/9-F-11 H,220.1,106.64,12.33,55.59,69.8,26.93,1100.81,164201.39,197.94,production,OP
1110,NO 15/9-F-11 H,219.9,106.64,12.23,55.48,69.5,26.78,1109.35,165647.29,191.9,production,OP
1111,NO 15/9-F-11 H,220.56,106.64,12.15,55.85,69.74,27.22,1106.42,164021.16,227.05,production,OP
1112,NO 15/9-F-11 H,219.43,106.65,12.58,55.27,69.89,26.64,1120.08,166571.66,186.33,production,OP
1113,NO 15/9-F-11 H,218.93,106.67,12.49,54.95,69.71,26.27,1109.35,164737.39,183.43,production,OP
1114,NO 15/9-F-11 H,218.74,106.66,12.46,54.89,70.0,26.25,1091.38,162140.52,190.36,production,OP
1115,NO 15/9-F-11 H,217.94,106.66,12.53,54.48,69.1,25.84,1117.68,165376.91,191.5,production,OP
1116,NO 15/9-F-11 H,217.78,106.66,12.54,54.38,69.1,25.74,1110.34,165067.03,191.84,production,OP
1117,NO 15/9-F-11 H,217.99,106.64,12.44,54.47,68.72,25.84,1102.21,163594.84,190.05,production,OP
1118,NO 15/9-F-11 H,218.01,106.63,12.45,54.44,70.05,25.8,1095.2,162981.24,189.87,production,OP
1119,NO 15/9-F-11 H,217.96,106.63,12.47,54.41,69.31,25.76,1094.58,163594.52,190.06,production,OP
1120,NO 15/9-F-11 H,220.08,106.54,11.39,55.47,67.67,26.53,1063.56,164245.31,168.36,production,OP
1121,NO 15/9-F-11 H,220.6,106.49,11.5,55.05,68.44,26.43,1047.69,156868.15,181.69,production,OP
1122,NO 15/9-F-11 H,220.56,106.56,11.61,55.47,69.76,26.85,1047.04,154778.52,178.89,production,OP
1123,NO 15/9-F-11 H,220.28,106.58,11.61,55.42,69.61,26.8,1037.74,155890.97,271.57,production,OP
1124,NO 15/9-F-11 H,220.18,106.59,11.62,55.4,70.32,26.77,1051.17,157123.73,265.81,production,OP
1125,NO 15/9-F-11 H,220.12,106.6,11.78,55.41,70.4,26.77,1056.31,157548.66,269.56,production,OP
1126,NO 15/9-F-11 H,220.52,106.59,11.72,55.61,70.54,27.03,1044.72,156697.43,290.62,production,OP
1127,NO 15/9-F-11 H,220.22,106.6,11.73,55.47,70.25,26.92,1052.32,156736.09,301.5,production,OP
1128,NO 15/9-F-11 H,220.25,106.6,11.77,55.46,70.35,26.92,1047.4,156282.96,284.73,production,OP
1129,NO 15/9-F-11 H,220.26,106.6,11.78,55.48,69.76,26.93,1040.16,155285.89,283.71,production,OP
1130,NO 15/9-F-11 H,220.28,106.59,11.8,55.49,69.21,26.86,997.38,147290.07,251.53,production,OP
1131,NO 15/9-F-11 H,220.06,106.6,11.87,55.35,69.95,26.69,1255.25,187170.83,291.18,production,OP
1132,NO 15/9-F-11 H,220.03,106.6,11.92,55.33,69.98,26.67,1268.08,189016.0,292.16,production,OP
1133,NO 15/9-F-11 H,220.04,106.6,11.86,55.37,69.72,26.7,1267.54,188050.77,290.79,production,OP
1134,NO 15/9-F-11 H,220.07,106.6,11.86,55.39,69.3,26.72,1261.33,189053.18,284.21,production,OP
1135,NO 15/9-F-11 H,220.0,106.6,11.84,55.38,67.95,26.72,1280.23,189631.6,279.24,production,OP
1136,NO 15/9-F-11 H,220.16,106.6,11.85,55.41,70.04,26.75,1236.61,182851.81,278.2,production,OP
1137,NO 15/9-F-11 H,219.84,106.6,11.92,55.24,69.55,26.59,1242.96,184467.81,278.97,production,OP
1138,NO 15/9-F-11 H,220.38,106.58,11.65,55.45,69.57,26.82,1182.78,175606.78,277.87,production,OP
1139,NO 15/9-F-11 H,219.92,106.59,11.69,55.2,70.22,26.55,1179.46,175205.89,282.02,production,OP
1140,NO 15/9-F-11 H,220.08,106.58,11.94,55.25,67.07,26.58,1175.77,175533.06,288.16,production,OP
1141,NO 15/9-F-11 H,220.19,106.58,11.74,55.33,66.85,26.65,1163.78,173698.77,288.95,production,OP
1142,NO 15/9-F-11 H,219.92,106.58,11.77,55.17,65.62,26.49,1205.65,181547.69,290.0,production,OP
1143,NO 15/9-F-11 H,220.23,106.58,11.98,55.32,64.16,26.63,1214.29,189652.29,291.48,production,OP
1144,NO 15/9-F-11 H,219.94,106.58,12.11,55.1,67.54,26.42,1222.62,194422.1,295.74,production,OP
1145,NO 15/9-F-11 H,220.32,106.57,12.11,55.25,69.39,26.58,1229.06,194670.47,295.21,production,OP
1146,NO 15/9-F-11 H,219.97,106.58,12.14,55.06,69.3,26.41,1235.28,193026.5,295.24,production,OP
1147,NO 15/9-F-11 H,219.86,106.58,12.13,55.02,67.87,26.36,1229.35,183529.39,293.36,production,OP
1148,NO 15/9-F-11 H,220.02,106.58,12.15,55.06,68.33,26.46,1231.86,184055.62,294.78,production,OP
1149,NO 15/9-F-11 H,220.08,106.58,12.2,55.06,68.7,26.51,1227.95,184529.76,296.32,production,OP
1150,NO 15/9-F-11 H,228.85,106.62,5.02,50.66,68.25,24.03,79.31,19001.97,23.83,production,OP
1156,NO 15/9-F-11 H,256.25,105.34,7.9,72.35,53.55,44.03,740.85,125250.9,233.89,production,OP
1157,NO 15/9-F-11 H,255.57,105.59,7.73,71.68,60.24,43.28,583.1,101668.36,123.25,production,OP
1158,NO 15/9-F-11 H,259.99,105.35,7.02,74.57,57.53,46.3,521.8,93213.64,104.1,production,OP
1159,NO 15/9-F-11 H,251.55,104.24,7.49,72.04,57.66,44.7,589.54,102773.96,113.1,production,OP
1160,NO 15/9-F-11 H,261.59,105.44,6.62,75.7,54.51,47.49,516.94,92718.92,99.26,production,OP
1161,NO 15/9-F-11 H,265.07,105.51,6.31,77.13,53.43,48.8,481.7,86361.91,93.42,production,OP
1162,NO 15/9-F-11 H,265.79,105.48,6.01,77.35,54.86,49.13,469.7,84231.27,92.97,production,OP
1163,NO 15/9-F-11 H,265.81,105.45,6.38,77.05,53.29,48.67,488.42,88177.33,105.92,production,OP
1164,NO 15/9-F-11 H,259.08,105.57,7.03,73.57,57.55,45.13,610.72,104604.71,116.99,production,OP
1165,NO 15/9-F-11 H,227.29,106.18,10.54,55.7,67.25,26.89,1123.32,183219.41,230.71,production,OP
1166,NO 15/9-F-11 H,220.12,106.44,13.02,53.67,69.85,24.91,1319.35,210763.23,308.51,production,OP
1167,NO 15/9-F-11 H,220.24,106.49,12.63,54.15,70.06,25.66,1258.26,204456.12,289.78,production,OP
1168,NO 15/9-F-11 H,219.88,106.49,12.28,53.99,69.91,25.5,1245.86,202839.6,288.94,production,OP
1169,NO 15/9-F-11 H,219.48,106.5,12.52,53.86,69.43,25.38,1240.68,202372.66,290.55,production,OP
1170,NO 15/9-F-11 H,219.52,106.5,12.49,53.9,69.53,25.42,1236.58,201142.57,290.71,production,OP
1171,NO 15/9-F-11 H,219.31,106.5,12.48,53.8,69.39,25.33,1229.27,199380.0,287.61,production,OP
1172,NO 15/9-F-11 H,219.57,106.49,12.35,53.94,70.01,25.48,1220.28,198198.83,283.01,production,OP
1173,NO 15/9-F-11 H,219.76,106.49,12.31,54.07,70.01,25.6,1195.64,191769.07,294.81,production,OP
1174,NO 15/9-F-11 H,220.21,106.48,12.16,54.29,69.72,25.83,1222.65,178391.61,290.95,production,OP
1175,NO 15/9-F-11 H,219.67,106.49,12.21,54.0,69.9,25.55,1223.26,178416.83,294.25,production,OP
1176,NO 15/9-F-11 H,219.64,106.49,12.17,53.97,70.06,25.5,1201.18,176881.02,288.89,production,OP
1177,NO 15/9-F-11 H,219.55,106.49,12.16,53.93,68.88,25.47,1227.24,182792.46,287.69,production,OP
1178,NO 15/9-F-11 H,219.58,106.48,12.18,53.93,67.92,25.35,1216.49,182883.83,288.0,production,OP
1179,NO 15/9-F-11 H,220.08,106.48,11.88,54.15,68.65,25.67,1203.66,181430.45,286.11,production,OP
1180,NO 15/9-F-11 H,220.16,106.48,12.12,54.15,69.14,25.67,1200.48,179086.64,328.74,production,OP
1181,NO 15/9-F-11 H,220.31,106.47,12.08,54.18,69.39,25.71,1189.08,178947.72,326.9,production,OP
1182,NO 15/9-F-11 H,220.49,106.47,11.77,54.22,69.62,25.76,1186.37,177587.4,318.06,production,OP
1183,NO 15/9-F-11 H,220.57,106.47,12.01,54.22,68.97,25.76,1188.93,178742.8,326.83,production,OP
1184,NO 15/9-F-11 H,220.41,106.47,12.06,54.09,69.37,25.62,1193.53,179332.57,333.01,production,OP
1185,NO 15/9-F-11 H,220.22,106.48,12.06,53.98,69.37,25.51,1187.64,178711.46,329.53,production,OP
1186,NO 15/9-F-11 H,220.15,106.48,12.09,53.9,69.73,25.41,1187.34,180227.01,334.7,production,OP
1187,NO 15/9-F-11 H,220.18,106.48,12.06,53.89,68.38,25.44,1187.17,180330.94,333.65,production,OP
1188,NO 15/9-F-11 H,220.18,106.48,12.03,53.85,67.91,25.37,1184.83,180079.68,331.38,production,OP
1189,NO 15/9-F-11 H,220.47,106.48,11.98,53.99,67.61,25.54,1168.83,178718.14,330.69,production,OP
1190,NO 15/9-F-11 H,220.7,106.47,11.98,54.06,67.91,25.61,1164.44,177706.95,328.12,production,OP
1191,NO 15/9-F-11 H,230.43,106.51,2.56,52.68,69.39,24.27,39.68,9052.87,12.74,production,OP
1192,NO 15/9-F-11 H,248.88,105.55,7.44,67.52,54.82,39.35,680.46,174084.77,191.27,production,OP
1193,NO 15/9-F-11 H,219.7,106.28,12.03,51.84,68.68,23.41,1129.14,183325.06,330.99,production,OP
1194,NO 15/9-F-11 H,219.56,106.4,12.06,52.45,68.41,24.02,1196.43,190698.72,328.27,production,OP
1195,NO 15/9-F-11 H,219.84,106.42,12.07,52.8,66.41,23.87,1092.77,170734.43,319.9,production,OP
1196,NO 15/9-F-11 H,219.67,106.43,12.07,52.74,67.55,24.31,1143.0,175246.71,323.79,production,OP
1197,NO 15/9-F-11 H,219.48,106.45,12.1,52.68,68.57,24.18,1133.6,173633.0,328.79,production,OP
1198,NO 15/9-F-11 H,219.4,106.46,12.07,52.67,66.21,24.22,1124.63,172028.25,326.48,production,OP
1199,NO 15/9-F-11 H,219.22,106.46,12.08,52.59,62.6,24.13,1136.26,169857.39,314.2,production,OP
1200,NO 15/9-F-11 H,219.65,106.46,12.01,52.8,66.16,24.35,1117.8,174385.07,320.29,production,OP
1201,NO 15/9-F-11 H,219.81,106.46,11.93,52.88,66.35,24.42,1103.71,170944.02,347.79,production,OP
1202,NO 15/9-F-11 H,220.34,106.45,11.59,53.16,67.44,24.7,1082.55,167361.63,321.47,production,OP
1203,NO 15/9-F-11 H,219.92,106.46,11.85,52.93,67.69,24.49,1096.68,169248.66,328.96,production,OP
1204,NO 15/9-F-11 H,220.19,106.45,11.82,53.04,68.34,24.59,1089.01,167932.19,327.82,production,OP
1205,NO 15/9-F-11 H,220.08,106.45,11.86,52.95,69.4,24.5,1084.69,167785.46,339.4,production,OP
1206,NO 15/9-F-11 H,219.69,106.45,11.89,52.75,69.58,24.3,1086.55,168104.74,342.2,production,OP
1207,NO 15/9-F-11 H,219.7,106.45,11.89,52.73,69.14,24.29,1087.94,167740.72,338.04,production,OP
1208,NO 15/9-F-11 H,219.63,106.45,11.97,52.69,67.69,24.24,1089.13,167738.3,334.78,production,OP
1209,NO 15/9-F-11 H,219.61,106.45,12.01,52.7,68.23,24.26,1089.63,168358.65,334.86,production,OP
1210,NO 15/9-F-11 H,219.99,106.44,11.87,52.89,65.9,24.45,1080.18,167292.52,330.14,production,OP
1211,NO 15/9-F-11 H,220.39,106.43,11.73,53.04,65.52,24.59,1070.84,165807.48,325.25,production,OP
1212,NO 15/9-F-11 H,220.36,106.43,11.71,52.96,68.4,24.5,1058.72,164384.08,324.21,production,OP
1213,NO 15/9-F-11 H,219.86,106.44,11.75,52.71,67.27,24.24,1084.5,166550.32,324.71,production,OP
1214,NO 15/9-F-11 H,219.94,106.44,11.68,52.72,67.6,24.27,1072.14,165462.61,347.15,production,OP
1215,NO 15/9-F-11 H,220.33,106.43,11.61,52.88,66.13,24.45,1064.29,164846.19,339.04,production,OP
1216,NO 15/9-F-11 H,220.8,106.42,11.48,53.09,66.44,24.64,1054.46,163111.82,338.01,production,OP
1217,NO 15/9-F-11 H,220.42,106.42,11.52,52.86,64.87,24.42,1068.23,165579.38,340.73,production,OP
1218,NO 15/9-F-11 H,220.58,106.42,11.43,52.94,63.46,24.51,1110.58,171297.3,339.89,production,OP
1219,NO 15/9-F-11 H,220.46,106.42,11.46,52.83,66.41,24.42,1065.09,164652.44,337.83,production,OP
1220,NO 15/9-F-11 H,220.5,106.42,11.46,52.8,66.37,24.43,1063.62,164028.5,333.17,production,OP
1221,NO 15/9-F-11 H,220.32,106.42,11.49,52.68,68.97,24.26,1030.57,158223.33,328.95,production,OP
1222,NO 15/9-F-11 H,219.86,106.43,11.6,52.52,68.05,24.1,1071.73,164259.82,337.92,production,OP
1223,NO 15/9-F-11 H,220.05,106.43,11.56,52.58,67.59,24.14,1073.25,166589.51,332.87,production,OP
1224,NO 15/9-F-11 H,220.62,106.41,11.45,52.8,66.43,24.36,1054.42,163384.8,327.12,production,OP
1225,NO 15/9-F-11 H,220.37,106.41,11.18,52.63,65.78,24.19,1042.65,161516.16,324.66,production,OP
1226,NO 15/9-F-11 H,220.03,106.41,11.24,52.4,67.58,23.93,1026.75,158916.83,355.98,production,OP
1227,NO 15/9-F-11 H,220.14,106.41,11.46,52.44,68.55,23.99,1033.12,160267.28,365.55,production,OP
1228,NO 15/9-F-11 H,219.92,106.41,11.5,52.29,68.63,23.84,1022.89,159086.25,367.18,production,OP
1229,NO 15/9-F-11 H,219.77,106.41,11.53,52.17,66.69,23.72,1026.32,159536.33,368.0,production,OP
1230,NO 15/9-F-11 H,219.85,106.41,11.5,52.17,64.36,23.75,1047.36,161648.14,365.94,production,OP
1231,NO 15/9-F-11 H,220.07,106.4,11.44,52.24,66.35,23.87,1039.83,162427.45,386.3,production,OP
1232,NO 15/9-F-11 H,220.0,106.41,11.5,52.21,67.04,23.84,1037.21,163270.0,393.21,production,OP
1233,NO 15/9-F-11 H,219.89,106.41,11.5,52.11,68.23,23.64,990.65,161172.72,382.54,production,OP
1234,NO 15/9-F-11 H,219.9,106.41,11.39,52.09,67.6,23.73,1019.84,161443.2,387.45,production,OP
1235,NO 15/9-F-11 H,219.97,106.41,11.35,52.08,65.85,23.71,1019.63,159593.91,370.58,production,OP
1236,NO 15/9-F-11 H,220.03,106.41,11.31,52.08,66.71,23.74,1001.28,157166.28,362.34,production,OP
1237,NO 15/9-F-11 H,220.06,106.41,11.26,52.06,66.95,23.71,995.77,155969.78,360.8,production,OP
1238,NO 15/9-F-11 H,219.94,106.41,11.25,51.96,65.71,23.6,1004.24,156860.56,358.93,production,OP
1239,NO 15/9-F-11 H,219.75,106.42,11.28,51.84,64.19,23.48,993.88,155325.61,365.62,production,OP
1240,NO 15/9-F-11 H,219.6,106.42,11.28,51.75,64.79,23.4,980.83,150715.66,372.87,production,OP
1241,NO 15/9-F-11 H,219.55,106.42,11.25,51.69,66.62,23.35,1005.51,153577.94,367.71,production,OP
1242,NO 15/9-F-11 H,219.38,106.41,11.23,51.58,68.09,23.24,978.26,149678.0,358.45,production,OP
1243,NO 15/9-F-11 H,219.05,106.41,11.21,51.41,68.06,23.08,989.16,151691.17,354.02,production,OP
1244,NO 15/9-F-11 H,218.83,106.4,11.19,51.27,67.45,22.92,981.25,151114.31,351.17,production,OP
1245,NO 15/9-F-11 H,218.55,106.4,11.2,51.08,64.98,22.74,980.88,150603.08,351.37,production,OP
1246,NO 15/9-F-11 H,218.52,106.02,11.17,51.16,68.29,22.82,944.45,147656.0,349.86,production,OP
1247,NO 15/9-F-11 H,219.46,106.36,11.17,51.35,68.21,23.05,981.97,149548.77,368.76,production,OP
1248,NO 15/9-F-11 H,223.27,106.33,10.54,53.88,67.35,25.48,861.08,127172.24,292.87,production,OP
1249,NO 15/9-F-11 H,263.13,104.94,5.02,71.57,49.21,42.32,300.43,55341.7,111.22,production,OP
1250,NO 15/9-F-11 H,266.03,105.17,5.01,71.71,45.97,42.44,315.64,53072.86,111.14,production,OP
1251,NO 15/9-F-11 H,267.08,105.16,4.61,72.48,45.68,43.22,517.82,80701.16,102.38,production,OP
1252,NO 15/9-F-11 H,276.48,104.73,2.45,82.42,32.81,52.68,271.57,45438.72,21.37,production,OP
1253,NO 15/9-F-11 H,278.33,104.78,2.76,73.9,40.07,44.64,146.81,29219.38,48.19,production,OP
1254,NO 15/9-F-11 H,279.24,104.73,3.6,75.54,37.37,46.26,130.07,27957.75,66.95,production,OP
1255,NO 15/9-F-11 H,281.35,104.81,4.18,73.59,43.76,44.3,207.03,40642.81,90.63,production,OP
1256,NO 15/9-F-11 H,282.76,104.79,3.76,74.65,44.54,45.35,193.28,37790.02,81.5,production,OP
1257,NO 15/9-F-11 H,274.92,104.94,4.68,71.8,46.52,42.27,379.68,63329.09,137.2,production,OP
1258,NO 15/9-F-11 H,282.36,104.9,3.11,78.65,43.27,49.38,421.41,66885.45,96.92,production,OP
1259,NO 15/9-F-11 H,276.67,104.93,4.01,76.28,45.35,46.99,266.7,43488.62,89.38,production,OP
1260,NO 15/9-F-11 H,282.35,104.84,3.68,78.57,43.35,49.26,222.63,36312.29,79.77,production,OP
1261,NO 15/9-F-11 H,285.54,104.71,3.52,78.98,42.36,49.67,202.47,33013.19,76.24,production,OP
1262,NO 15/9-F-11 H,284.82,104.73,3.53,79.02,40.52,49.72,208.3,33939.28,76.94,production,OP
1263,NO 15/9-F-11 H,279.1,105.01,4.73,78.78,42.35,49.46,290.89,47436.54,104.27,production,OP
1264,NO 15/9-F-11 H,289.74,104.7,3.5,80.6,36.87,51.28,192.29,31341.74,75.87,production,OP
1265,NO 15/9-F-11 H,284.82,104.84,3.52,80.64,43.14,51.31,233.23,38033.66,71.16,production,OP
1266,NO 15/9-F-11 H,289.48,104.73,3.45,81.36,40.56,52.04,191.55,31194.08,67.46,production,OP
1267,NO 15/9-F-11 H,279.97,105.0,4.56,79.39,42.76,50.07,300.44,49004.78,104.24,production,OP
1268,NO 15/9-F-11 H,284.27,104.92,4.42,80.78,43.42,51.47,272.5,44397.41,103.98,production,OP
1269,NO 15/9-F-11 H,282.14,104.98,4.49,80.63,45.49,51.32,285.71,46545.41,102.17,production,OP
1270,NO 15/9-F-11 H,281.62,104.96,4.52,79.95,45.69,50.64,295.77,48230.02,102.11,production,OP
1271,NO 15/9-F-11 H,275.24,105.1,4.73,77.28,45.88,48.02,358.41,58407.8,131.92,production,OP
1272,NO 15/9-F-11 H,278.89,105.13,5.19,80.07,44.28,50.53,362.87,59176.37,138.89,production,OP
1273,NO 15/9-F-11 H,280.99,105.02,4.8,80.25,46.07,50.92,317.56,51775.75,111.74,production,OP
1274,NO 15/9-F-11 H,284.0,104.95,4.54,81.8,42.51,52.48,284.18,46334.11,102.43,production,OP
1275,NO 15/9-F-11 H,286.25,104.84,4.45,81.98,42.67,52.64,273.16,44562.16,102.59,production,OP
1276,NO 15/9-F-11 H,286.14,104.83,4.5,82.13,43.83,52.79,275.81,44994.08,101.59,production,OP
1277,NO 15/9-F-11 H,286.16,104.83,4.53,82.25,44.65,52.91,277.21,45203.49,102.51,production,OP
1278,NO 15/9-F-11 H,286.02,104.84,4.56,82.43,45.9,53.1,284.56,46373.83,103.76,production,OP
1279,NO 15/9-F-11 H,286.4,104.83,4.55,82.61,45.27,53.29,291.27,47476.96,103.21,production,OP
1280,NO 15/9-F-11 H,285.71,104.85,4.62,82.59,45.78,53.25,284.48,46408.53,106.41,production,OP
1281,NO 15/9-F-11 H,286.95,104.82,4.48,83.1,45.26,53.76,280.53,45705.53,104.36,production,OP
1282,NO 15/9-F-11 H,285.57,104.89,4.63,83.05,47.21,53.5,330.5,53852.63,130.37,production,OP
1283,NO 15/9-F-11 H,284.38,104.91,3.99,82.35,45.63,53.02,293.75,47894.32,96.32,production,OP
1284,NO 15/9-F-11 H,282.23,105.01,4.9,81.82,43.59,52.5,339.68,55403.94,116.16,production,OP
1285,NO 15/9-F-11 H,275.36,105.18,5.97,78.61,45.73,49.49,571.41,102003.71,133.75,production,OP
1286,NO 15/9-F-11 H,261.9,105.58,7.39,72.72,55.76,44.14,711.15,106922.15,312.23,production,OP
1287,NO 15/9-F-11 H,253.33,105.77,8.01,68.38,60.56,39.53,834.36,135275.75,346.32,production,OP
1288,NO 15/9-F-11 H,247.29,105.86,7.99,65.07,62.86,36.44,816.68,119664.93,345.28,production,OP
1289,NO 15/9-F-11 H,244.85,105.91,8.19,63.88,63.19,35.08,822.12,120104.06,351.07,production,OP
1290,NO 15/9-F-11 H,241.74,105.92,8.84,62.07,63.7,33.52,868.95,126304.88,379.86,production,OP
1291,NO 15/9-F-11 H,236.03,105.99,9.15,59.09,63.19,30.44,926.15,135522.62,389.8,production,OP
1292,NO 15/9-F-11 H,226.75,106.13,10.39,54.16,65.07,25.36,1015.35,147261.69,435.47,production,OP
