DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
05-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,210.17,108.33,166.76,,49.63,%,43.41,63.58,14.91,507.75,75078.33,262.22,,production,OP
06-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,209.82,108.32,167.21,,49.59,%,42.62,62.68,14.11,469.73,69712.66,252.81,,production,OP
07-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,210.09,108.31,169.04,,50.19,%,41.05,60.70,12.54,521.26,77390.65,293.66,,production,OP
08-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,210.18,108.30,169.82,,50.21,%,40.37,62.56,11.84,518.32,76994.95,297.20,,production,OP
09-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,210.55,108.28,170.40,,49.95,%,40.15,58.14,11.61,493.37,73656.88,289.96,,production,OP
10-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,210.63,108.28,170.86,,50.24,%,39.77,56.23,11.22,509.21,76002.49,303.18,,production,OP
11-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,213.45,108.17,176.10,,49.44,%,37.35,50.72,8.75,351.80,52975.29,240.50,,production,OP
12-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.51,108.14,178.41,,48.83,%,37.09,44.27,8.48,287.03,44830.19,240.33,,production,OP
13-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.89,108.16,178.00,,48.58,%,37.89,50.89,9.29,278.58,44300.38,235.04,,production,OP
14-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.86,108.19,177.02,,48.50,%,38.83,56.83,10.25,297.19,47071.12,248.98,,production,OP
15-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.78,108.20,176.23,,48.47,%,39.54,57.33,10.98,297.33,46462.15,247.88,,production,OP
16-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,216.00,108.20,176.64,,48.48,%,39.37,52.85,10.80,296.20,44219.40,246.54,,production,OP
17-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,216.02,108.21,176.18,,48.47,%,39.84,53.76,11.26,296.12,44243.43,247.16,,production,OP
18-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,216.08,108.22,176.08,,48.45,%,40.00,57.06,11.43,293.35,44083.13,246.91,,production,OP
19-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.99,217.07,108.21,176.48,,15.61,%,40.59,56.85,12.72,0.00,0.00,0.00,,production,OP
20-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,242.94,103.65,242.38,,0.52,%,0.57,15.36,0.57,0.00,0.00,0.00,,production,OP
21-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,234.11,104.13,233.52,,0.54,%,0.59,19.30,0.59,0.00,0.00,0.00,,production,OP
22-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,234.11,104.13,233.52,,0.54,%,0.59,19.30,0.59,0.00,0.00,0.00,,production,OP
23-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,234.11,104.13,233.52,,0.54,%,0.59,19.30,0.59,0.00,0.00,0.00,,production,OP
24-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,234.11,104.13,233.52,,0.54,%,0.59,19.30,0.59,0.00,0.00,0.00,,production,OP
25-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,266.29,101.81,205.79,,0.51,%,60.50,21.19,60.50,0.00,0.00,0.00,,production,OP
26-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,268.53,101.25,188.69,,0.53,%,79.84,18.68,79.84,0.00,0.00,0.00,,production,OP
27-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,271.10,101.21,190.03,,0.52,%,81.06,18.27,81.06,0.00,0.00,0.00,,production,OP
28-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,266.15,98.06,184.24,,0.51,%,81.91,17.43,81.91,0.00,0.00,0.00,,production,OP
29-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,276.54,101.18,195.21,,0.49,%,81.32,15.93,81.32,0.00,0.00,0.00,,production,OP
30-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,279.00,101.13,196.74,,0.48,%,82.27,15.53,82.27,0.00,0.00,0.00,,production,OP
31-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,281.01,101.03,207.12,,0.49,%,73.89,16.73,73.89,0.00,0.00,0.00,,production,OP
01-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,282.92,100.95,232.02,,0.51,%,50.90,15.53,50.89,0.00,0.00,0.00,,production,OP
02-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,3.88,284.44,100.74,243.64,,3.73,%,40.80,20.77,35.65,0.00,0.00,0.00,,production,OP
03-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,19.17,248.02,106.95,205.83,,40.67,%,42.19,46.49,13.35,103.77,16925.68,74.34,,production,OP
04-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,237.29,107.37,208.80,,61.09,%,28.49,53.78,2.37,290.30,46375.59,537.45,,production,OP
05-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,223.51,108.49,184.59,,53.05,%,38.92,66.29,10.31,427.63,69487.31,343.53,,production,OP
06-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.25,108.44,181.59,,49.89,%,43.66,64.89,15.08,422.69,68818.15,341.93,,production,OP
07-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.94,108.43,181.00,,49.63,%,44.94,60.69,16.37,412.14,67226.27,336.66,,production,OP
08-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.93,108.43,179.58,,49.47,%,45.35,62.91,16.79,410.96,66847.20,336.99,,production,OP
09-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.68,108.41,179.14,,49.47,%,45.54,61.99,16.99,409.11,66355.28,333.87,,production,OP
10-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.65,108.39,179.22,,48.70,%,45.44,62.49,16.90,389.68,63293.20,315.24,,production,OP
11-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.96,108.34,180.90,,48.65,%,45.06,57.54,16.52,380.29,60994.93,327.07,,production,OP
12-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.61,108.33,180.73,,48.62,%,44.88,56.71,16.34,391.22,57081.97,324.73,,production,OP
13-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.30,108.32,180.80,,48.65,%,44.50,58.73,15.96,391.65,57123.13,328.60,,production,OP
14-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.15,108.32,181.19,,48.62,%,43.96,60.82,15.41,384.47,56615.33,322.53,,production,OP
15-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.94,108.31,181.30,,48.62,%,43.65,59.24,15.09,342.35,50991.05,291.45,,production,OP
16-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.81,108.30,181.51,,48.63,%,43.29,58.17,14.62,338.88,50946.90,291.36,,production,OP
17-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.62,108.30,181.71,,48.64,%,42.91,58.46,14.32,344.50,51928.13,297.38,,production,OP
18-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.55,108.29,181.97,,48.64,%,42.58,58.86,14.01,333.55,49757.91,304.70,,production,OP
19-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.56,108.28,182.30,,48.60,%,42.26,59.27,13.69,329.60,49601.74,302.29,,production,OP
20-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.86,108.33,179.49,,49.15,%,42.38,60.53,13.81,358.20,53618.20,320.36,,production,OP
21-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.55,108.39,177.67,,49.40,%,41.89,61.65,13.34,377.72,56786.58,332.75,,production,OP
22-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.89,108.36,178.45,,49.30,%,41.44,61.08,12.88,356.65,53587.32,331.96,,production,OP
23-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.72,108.35,178.64,,49.19,%,41.07,58.68,12.50,354.31,53315.98,327.97,,production,OP
24-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.83,108.35,179.38,,49.16,%,40.46,58.96,11.88,338.53,51384.99,318.34,,production,OP
25-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.01,108.34,180.00,,49.13,%,40.01,55.70,11.42,324.90,49352.26,323.50,,production,OP
26-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.97,108.33,180.19,,49.14,%,39.77,54.61,11.19,324.95,49388.31,321.98,,production,OP
27-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.90,108.33,180.23,,49.13,%,39.67,53.28,11.09,322.07,49245.80,322.83,,production,OP
28-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,23.09,220.04,108.32,180.67,,49.01,%,39.37,53.81,10.85,308.31,47050.78,307.78,,production,OP
29-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,243.07,105.06,238.82,,6.59,%,4.26,28.17,0.28,0.00,0.00,0.00,,production,OP
30-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,8.17,241.92,105.53,199.36,,14.41,%,42.56,27.73,22.40,0.00,0.00,0.00,,production,OP
01-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,226.03,107.48,217.96,,53.67,%,8.08,52.41,2.64,55.20,8962.05,142.03,,production,OP
02-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,211.87,108.50,180.98,,58.43,%,30.89,58.72,4.51,199.07,31730.64,308.22,,production,OP
03-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.13,108.40,186.14,,51.87,%,35.00,51.46,5.62,275.22,43000.78,454.65,,production,OP
04-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.88,108.43,183.17,,50.90,%,36.71,57.58,8.10,287.64,44101.37,459.80,,production,OP
05-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.47,108.44,181.85,,50.55,%,37.62,57.28,8.98,323.18,49500.61,352.61,,production,OP
06-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.90,108.40,183.04,,50.21,%,37.86,57.76,9.25,315.32,48232.88,344.36,,production,OP
07-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.65,108.40,182.44,,50.43,%,38.22,55.12,9.60,322.31,48180.54,335.27,,production,OP
08-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.67,108.40,182.39,,50.49,%,38.28,53.30,9.67,320.34,49975.21,345.30,,production,OP
09-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.47,108.40,182.14,,50.45,%,38.33,53.20,9.70,325.92,50479.21,343.83,,production,OP
10-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.18,108.39,181.80,,50.41,%,38.38,53.77,9.77,329.20,50894.03,327.28,,production,OP
11-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.16,108.39,181.93,,50.40,%,38.22,52.71,9.62,325.01,50157.65,326.37,,production,OP
12-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.15,108.38,182.07,,50.38,%,38.08,56.23,9.48,323.37,49865.05,325.88,,production,OP
13-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.33,108.37,182.51,,50.36,%,37.81,60.76,9.21,320.68,49604.00,335.92,,production,OP
14-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.44,108.37,182.79,,50.36,%,37.65,60.45,9.05,320.41,49571.91,337.83,,production,OP
15-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.22,108.37,182.55,,50.47,%,37.67,60.62,9.06,322.67,49750.14,335.65,,production,OP
16-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.01,108.37,182.43,,50.56,%,37.58,59.25,8.98,322.40,49652.61,331.77,,production,OP
17-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.21,108.36,182.85,,50.56,%,37.36,59.52,8.76,321.25,49635.23,330.51,,production,OP
18-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.23,108.36,182.91,,50.48,%,37.32,54.29,8.70,321.22,49749.37,328.68,,production,OP
19-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.22,108.36,183.09,,50.52,%,37.13,50.17,8.51,323.37,50070.67,328.82,,production,OP
20-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.72,108.35,184.36,,50.86,%,36.36,56.09,7.73,326.54,50700.18,334.76,,production,OP
21-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.41,108.35,183.59,,50.91,%,36.82,55.69,8.18,316.21,48561.88,329.90,,production,OP
22-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.62,108.34,183.94,,50.85,%,36.68,55.69,8.06,314.23,48495.35,335.34,,production,OP
23-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.62,108.34,183.89,,50.82,%,36.73,49.99,8.11,313.92,48623.42,329.60,,production,OP
24-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.74,108.34,184.09,,50.77,%,36.65,50.37,8.03,314.24,48608.64,332.00,,production,OP
25-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.86,108.34,184.27,,50.78,%,36.59,48.38,7.96,317.47,49209.26,333.76,,production,OP
26-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,25.00,220.96,108.34,184.40,,50.80,%,36.55,47.29,7.92,333.14,51384.55,336.05,,production,OP
27-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.96,108.36,182.97,,50.78,%,37.00,53.30,8.44,318.20,49190.87,332.65,,production,OP
28-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.96,108.36,183.30,,50.50,%,36.67,53.39,8.21,315.14,48598.96,325.35,,production,OP
29-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.72,108.35,184.64,,50.50,%,36.08,59.32,7.61,304.36,46729.01,320.20,,production,OP
30-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.12,108.33,185.25,,51.04,%,35.87,57.80,7.25,318.25,48777.45,330.73,,production,OP
31-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.49,108.37,182.65,,51.31,%,36.84,58.46,8.23,322.58,50070.47,329.75,,production,OP
01-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.78,108.36,183.33,,50.92,%,36.46,51.98,7.83,316.54,49047.96,323.66,,production,OP
02-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.07,108.35,183.84,,50.91,%,36.23,50.97,7.59,321.29,49771.51,329.74,,production,OP
03-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.34,108.34,184.32,,50.93,%,36.03,54.66,7.38,295.17,45685.50,328.45,,production,OP
04-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.49,108.34,184.59,,50.89,%,35.89,58.74,7.24,290.68,45093.92,304.68,,production,OP
05-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.79,108.30,186.69,,51.13,%,35.10,58.08,6.45,288.26,44831.92,306.52,,production,OP
06-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.69,108.29,186.54,,51.64,%,35.14,54.92,6.49,292.13,45409.59,310.29,,production,OP
07-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.01,108.36,183.53,,50.84,%,36.48,56.36,7.92,293.13,45241.11,303.39,,production,OP
08-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.99,108.36,183.72,,50.81,%,36.28,53.55,7.82,292.29,45656.62,321.66,,production,OP
09-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.48,108.34,184.67,,50.80,%,35.81,53.34,7.39,289.93,45638.78,325.60,,production,OP
10-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,222.47,108.29,188.08,,51.70,%,34.39,54.09,5.84,283.28,46087.72,324.04,,production,OP
11-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.98,108.35,183.49,,51.70,%,36.49,60.34,8.04,294.55,46628.59,331.50,,production,OP
12-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.18,108.38,182.74,,51.64,%,36.44,59.23,8.00,295.28,46218.27,317.91,,production,OP
13-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.28,108.35,184.88,,51.61,%,35.39,58.76,6.95,290.93,45666.25,311.88,,production,OP
14-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.88,108.33,185.65,,51.58,%,35.23,58.25,6.79,290.46,45494.20,311.76,,production,OP
15-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.07,108.35,184.41,,51.60,%,35.66,58.00,7.22,293.48,45840.45,310.73,,production,OP
16-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.14,108.32,186.35,,52.04,%,34.78,56.50,6.35,292.77,45756.05,319.06,,production,OP
17-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,222.15,108.28,188.30,,52.62,%,33.84,56.00,5.41,293.11,45039.02,330.08,,production,OP
18-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.41,108.35,184.33,,50.95,%,36.08,59.36,7.66,289.07,44152.35,313.15,,production,OP
19-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.50,108.31,186.18,,50.93,%,35.32,58.97,6.90,281.74,43106.73,305.81,,production,OP
20-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.00,108.34,183.56,,50.94,%,36.44,60.77,8.02,285.32,43755.31,302.50,,production,OP
21-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.10,108.33,184.11,,50.93,%,35.99,59.96,7.57,283.60,43675.50,300.66,,production,OP
22-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.92,108.33,183.98,,50.93,%,35.93,57.61,7.51,283.17,43476.89,300.48,,production,OP
23-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.06,108.19,186.41,,50.85,%,34.65,56.58,6.22,272.89,42663.27,299.46,,production,OP
24-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,15.78,229.95,107.68,201.57,,26.53,%,28.38,45.77,9.30,0.00,0.00,0.00,,production,OP
25-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,244.41,104.08,195.30,,0.00,%,49.11,13.76,48.36,0.00,0.00,0.00,,production,OP
26-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,246.39,102.49,177.74,,0.26,%,68.66,11.03,68.11,0.00,0.00,0.00,,production,OP
27-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,252.37,102.35,245.19,,7.33,%,7.18,9.22,6.76,0.00,0.00,0.00,,production,OP
28-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,264.58,102.35,218.70,,0.05,%,45.88,9.08,45.83,0.00,0.00,0.00,,production,OP
29-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,268.79,102.09,187.63,,0.05,%,81.15,7.86,81.10,0.00,0.00,0.00,,production,OP
30-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,12.00,247.36,105.83,208.74,,35.12,%,38.62,34.17,32.54,1.26,250.79,1.23,,production,OP
01-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,13.50,255.41,105.65,248.87,,56.64,%,6.54,20.87,2.26,120.29,25857.08,183.44,,production,OP
02-Dec-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,261.05,102.63,223.61,,0.28,%,37.45,8.79,34.71,0.00,0.00,0.00,,production,OP
