DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
21-Apr-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,223.69,105.03,153.21,,39.18,%,70.48,75.60,37.68,4074.51,549278.23,2.76,,production,OP
22-Apr-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,22.83,228.32,104.95,152.76,,32.79,%,75.57,74.66,43.13,2868.86,396006.07,6.65,,production,OP
23-Apr-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,222.07,105.04,152.54,,39.64,%,69.53,77.38,36.66,4074.46,550962.02,2.90,,production,OP
24-Apr-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.99,105.05,152.34,,39.78,%,68.64,75.05,35.80,4092.66,551400.92,3.16,,production,OP
25-Apr-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.17,105.06,152.00,0.00,39.87,%,68.16,74.83,35.32,4090.03,552159.10,3.38,,production,OP
26-Apr-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.44,105.06,151.68,,40.04,%,67.76,76.14,34.91,4103.63,551448.45,3.03,,production,OP
27-Apr-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.08,105.06,151.37,,39.71,%,67.71,74.91,34.90,4054.31,546555.88,3.88,,production,OP
28-Apr-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,218.82,105.07,151.18,,38.92,%,67.64,77.02,34.81,4021.80,542607.01,7.65,,production,OP
29-Apr-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,218.58,105.08,151.10,,39.94,%,67.48,77.34,34.64,4052.58,547817.04,3.10,,production,OP
30-Apr-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,218.59,105.09,151.13,0.00,39.25,%,67.46,77.78,34.64,4035.73,546557.59,3.08,,production,OP
01-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,218.69,105.10,151.43,0.00,40.12,%,67.26,75.59,34.42,4081.53,550609.59,2.92,,production,OP
02-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,218.84,105.11,151.35,0.00,40.12,%,67.49,77.76,34.63,4066.61,550195.52,2.50,,production,OP
03-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,218.83,105.11,151.49,,40.32,%,67.33,77.77,34.44,4081.26,552464.51,3.14,,production,OP
04-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,2.31,222.47,105.11,151.32,,33.64,%,71.16,76.73,38.72,412.42,51425.66,0.28,,production,OP
06-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,20.69,224.94,104.80,153.14,,35.92,%,71.80,70.20,39.76,3306.81,448561.02,2.22,,production,OP
07-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,23.67,222.98,105.06,152.16,,37.94,%,70.82,76.00,37.98,3702.99,527302.52,14.42,,production,OP
08-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.79,105.10,152.49,,39.51,%,69.30,75.54,36.45,4081.41,549963.51,12.03,,production,OP
09-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,223.10,105.11,152.44,,38.56,%,70.66,76.08,37.94,3931.18,539574.28,11.08,,production,OP
10-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.84,105.13,152.81,,40.16,%,69.03,78.95,36.08,4150.80,562721.49,2.90,,production,OP
11-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,131.51,62.53,63.54,,41.26,%,67.97,80.12,34.85,4241.75,575312.38,18.76,,production,OP
12-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.38,105.17,153.23,,41.28,%,68.15,80.51,35.04,4239.18,577434.28,20.87,,production,OP
13-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.82,105.18,153.44,,41.26,%,68.37,80.65,35.24,4197.86,574295.90,14.92,,production,OP
14-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,222.23,105.19,153.78,,41.27,%,68.44,80.00,35.29,4211.25,576830.95,104.06,,production,OP
15-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,222.63,105.20,154.17,,41.31,%,68.46,77.96,35.31,4233.10,581687.19,84.31,,production,OP
16-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,223.00,105.22,154.26,,41.29,%,68.74,77.51,35.58,4237.94,583860.51,104.19,,production,OP
17-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,223.10,105.23,154.59,,41.33,%,68.51,75.12,35.36,4244.23,585468.54,104.30,,production,OP
18-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,223.29,105.25,154.64,,41.33,%,68.65,78.64,35.50,3759.11,519316.88,127.10,,production,OP
19-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,223.37,105.27,154.79,,41.32,%,68.58,79.49,35.44,3967.32,548750.04,110.41,,production,OP
20-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,223.58,105.29,155.00,,41.31,%,68.58,80.53,35.44,3972.97,548982.34,148.53,,production,OP
21-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,223.79,105.30,155.31,,41.33,%,68.48,80.94,35.32,3994.95,550388.29,153.09,,production,OP
22-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,223.50,105.33,155.73,,41.94,%,67.76,81.67,34.50,4063.22,557964.50,190.35,,production,OP
23-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,223.56,105.35,156.21,,42.32,%,67.35,81.60,34.04,4123.37,565775.96,192.65,,production,OP
24-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,223.97,105.36,156.54,,42.26,%,67.43,81.36,34.13,4136.45,567519.04,208.58,,production,OP
25-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.19,105.37,156.77,,41.40,%,68.42,80.75,35.24,4030.16,554095.56,219.01,,production,OP
26-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.62,105.38,157.17,,41.32,%,68.45,79.74,35.30,4024.79,552634.43,230.64,,production,OP
27-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,226.02,105.39,157.38,,41.30,%,68.64,80.52,35.51,4028.53,553345.93,259.77,,production,OP
28-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,226.49,105.40,157.68,0.00,41.26,%,68.81,81.61,35.77,4023.55,553235.27,287.96,,production,OP
29-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,229.91,105.38,157.57,,38.44,%,72.35,79.16,39.72,3653.89,522179.16,252.35,,production,OP
30-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,230.23,105.35,157.23,,37.79,%,73.00,80.53,40.53,3496.61,482178.75,279.22,,production,OP
31-May-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,229.74,105.35,157.09,,37.75,%,72.64,81.46,40.16,3479.80,480474.83,277.49,,production,OP
01-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,229.27,105.34,156.90,,37.77,%,72.38,81.75,39.88,3442.30,475742.46,278.73,,production,OP
02-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,229.26,105.34,156.95,,37.78,%,72.31,81.27,39.84,3413.78,470984.55,128.49,,production,OP
03-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,228.68,105.33,156.89,0.00,37.79,%,71.79,78.62,39.35,2994.60,409045.34,186.70,,production,OP
04-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,227.84,105.32,156.46,0.00,37.93,%,71.38,80.33,38.96,3352.53,456955.83,104.45,,production,OP
05-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,226.27,105.32,156.25,0.00,38.48,%,70.03,81.07,37.52,3369.57,460247.78,79.52,,production,OP
06-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,21.65,228.89,105.24,156.57,0.00,34.15,%,72.32,75.91,40.59,2702.00,368496.38,99.30,,production,OP
07-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.91,105.29,155.85,0.00,38.72,%,69.07,79.58,36.36,3439.90,459880.12,177.73,,production,OP
08-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,222.90,105.31,155.50,0.00,39.78,%,67.40,81.26,34.66,3497.78,469527.14,109.23,,production,OP
09-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,222.31,105.30,155.07,,39.51,%,67.23,81.45,34.56,3443.71,467107.50,18.74,,production,OP
10-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.04,105.30,154.72,,39.80,%,66.31,81.47,33.69,3451.46,465749.31,18.77,,production,OP
11-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,22.67,222.94,105.24,154.68,,35.77,%,68.25,78.76,35.74,3108.44,436855.72,17.69,,production,OP
12-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.34,105.30,154.35,0.00,40.27,%,64.99,81.23,32.38,3768.10,527805.40,21.40,,production,OP
13-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,22.33,221.26,105.25,154.19,,36.85,%,67.07,79.44,34.59,3178.30,450332.70,17.95,,production,OP
14-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,11.64,218.77,105.30,154.21,,38.65,%,64.57,81.30,31.96,1760.34,249065.38,12.02,,production,OP
15-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,13.61,204.89,97.00,135.39,,33.79,%,69.50,72.84,37.50,1724.89,248079.85,12.74,,production,OP
16-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.70,105.22,152.39,,36.68,%,68.31,79.89,36.01,3145.29,445722.63,287.17,,production,OP
17-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.02,105.23,152.25,,37.49,%,66.78,78.50,34.41,3483.91,487515.35,349.17,,production,OP
18-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,216.93,105.26,151.98,,38.32,%,64.95,79.81,32.47,3494.02,498257.23,435.69,,production,OP
19-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.27,105.27,151.83,,39.44,%,63.44,80.63,30.85,3560.14,510798.71,378.90,,production,OP
20-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,211.86,105.32,151.85,,42.24,%,60.00,81.49,27.20,3745.56,535961.19,336.28,,production,OP
21-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.32,105.25,151.38,,35.31,%,67.94,79.90,35.91,2777.63,397796.78,272.45,,production,OP
22-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.06,105.23,151.39,,35.72,%,67.67,79.47,35.64,2774.05,398807.86,268.44,,production,OP
23-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,218.99,105.23,151.41,,35.75,%,67.57,80.04,35.57,2807.65,403348.17,317.03,,production,OP
24-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.03,105.23,151.44,,35.74,%,67.59,79.97,35.62,2811.94,403666.11,278.82,,production,OP
25-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,223.26,105.19,151.87,,32.30,%,71.39,77.83,39.82,2454.11,351874.86,236.93,,production,OP
26-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,228.58,105.10,152.35,,28.07,%,76.24,75.19,45.04,1854.16,268924.10,171.03,,production,OP
27-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,228.74,105.07,152.31,,28.18,%,76.43,74.74,45.21,1774.82,256988.73,284.01,,production,OP
28-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,228.92,105.07,152.39,0.00,28.22,%,76.54,75.71,45.28,1755.46,253941.55,256.61,,production,OP
29-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,228.99,105.07,152.36,0.00,28.16,%,76.63,76.35,45.36,1786.06,256678.70,242.23,,production,OP
30-Jun-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,229.20,105.06,152.41,,28.13,%,76.79,76.49,45.52,1781.53,255723.68,332.96,,production,OP
01-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,229.31,105.06,152.49,,28.29,%,76.82,76.22,45.57,1787.32,257149.64,342.64,,production,OP
02-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,229.52,105.06,152.54,,28.18,%,76.98,76.15,45.73,1770.55,254537.61,340.75,,production,OP
03-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,229.59,105.05,152.51,,28.06,%,77.08,76.51,45.82,1756.69,252233.01,338.38,,production,OP
04-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,229.50,105.05,152.48,,28.15,%,77.02,76.45,45.74,1756.30,251549.54,341.62,,production,OP
05-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,229.58,105.05,152.52,,28.10,%,77.06,76.06,45.78,1750.50,251352.27,336.16,,production,OP
06-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,229.60,105.05,152.53,,28.11,%,77.07,76.38,45.77,2178.86,316747.31,124.86,,production,OP
07-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,229.55,105.05,152.55,,28.26,%,77.01,76.14,45.68,2189.44,317360.89,156.82,,production,OP
08-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,229.71,105.05,152.67,,28.21,%,77.05,74.56,46.09,1982.23,277388.46,104.12,,production,OP
09-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,229.78,105.05,152.73,,28.26,%,77.06,74.17,45.80,1983.90,277770.45,100.16,,production,OP
10-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,229.85,105.05,152.77,,28.21,%,77.08,74.23,49.49,1971.71,276018.34,104.17,,production,OP
11-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,229.88,105.05,152.80,,28.22,%,77.08,74.55,45.66,1973.72,275823.13,103.48,,production,OP
12-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,229.60,105.05,152.68,,28.45,%,76.91,74.61,45.46,1990.32,278743.97,105.87,,production,OP
13-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,228.48,105.06,152.56,,29.25,%,75.92,75.62,44.39,2068.62,287801.88,110.54,,production,OP
14-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,228.39,105.07,152.65,,29.30,%,75.75,74.92,44.23,2058.71,286738.38,110.06,,production,OP
15-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,228.53,105.07,152.72,,29.16,%,75.81,75.19,44.33,2031.15,282734.85,108.66,,production,OP
16-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,228.45,105.07,152.65,,29.05,%,75.80,76.44,44.29,2021.41,280486.36,100.82,,production,OP
17-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,228.40,105.07,152.78,,29.16,%,75.62,75.92,44.33,2032.92,285473.28,85.50,,production,OP
18-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,228.99,105.09,153.22,,29.37,%,75.78,75.40,45.00,1998.43,229295.82,113.47,,production,OP
19-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,22.17,229.91,105.08,153.82,0.00,28.16,%,76.08,74.54,44.76,1725.31,237547.48,140.25,,production,OP
20-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,228.34,105.15,153.76,,31.22,%,74.58,77.29,43.07,2225.20,310831.78,331.44,,production,OP
21-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,228.65,105.19,154.15,,31.66,%,74.49,78.77,42.77,2373.34,334257.82,319.12,,production,OP
22-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,229.74,105.20,154.73,,31.63,%,75.00,76.76,43.31,2374.05,335557.65,268.02,,production,OP
23-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,231.20,105.21,155.26,,31.18,%,75.95,77.53,44.26,2332.24,330319.48,305.09,,production,OP
24-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,233.23,105.20,155.86,,29.96,%,77.37,77.15,45.75,2243.58,318234.69,332.63,,production,OP
25-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,233.20,105.23,156.14,,30.41,%,77.06,78.59,45.37,2334.32,330839.25,335.32,,production,OP
26-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,234.57,105.24,156.70,,30.73,%,77.87,78.42,46.21,2322.56,330488.82,336.99,,production,OP
27-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,235.85,105.24,157.25,,30.37,%,78.61,77.71,46.90,2292.32,325504.85,339.90,,production,OP
28-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,236.39,105.26,157.69,,30.75,%,78.71,78.28,46.55,2345.61,334205.26,238.10,,production,OP
29-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,237.64,105.27,158.24,,30.60,%,79.40,77.20,47.25,2337.60,333966.83,240.40,,production,OP
30-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,238.73,105.28,158.69,,30.46,%,80.04,78.51,47.88,2338.00,334189.41,228.51,,production,OP
31-Jul-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,239.57,105.30,159.13,,30.55,%,80.44,79.40,48.29,2324.91,332711.98,228.88,,production,OP
01-Aug-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,240.30,105.30,159.51,,30.55,%,80.79,77.37,48.65,2326.08,333956.28,231.08,,production,OP
02-Aug-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,10.08,240.99,105.31,159.84,,29.01,%,81.14,77.10,49.01,945.06,138806.89,91.77,,production,OP
04-Aug-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,264.30,100.99,159.90,,0.00,%,104.41,16.21,84.06,0.00,0.00,0.00,,production,OP
05-Aug-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,21.51,236.25,105.28,162.54,,36.51,%,73.70,76.07,41.02,3027.64,423443.82,353.62,,production,OP
06-Aug-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,230.15,105.55,162.07,,41.26,%,68.09,83.71,35.15,4270.99,593001.24,603.94,,production,OP
07-Aug-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,22.91,228.83,105.57,161.79,,41.75,%,67.04,84.53,33.98,4265.29,591157.50,893.23,,production,OP
08-Aug-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,18.84,239.11,105.34,161.93,,30.98,%,77.18,79.45,44.56,2058.02,300776.49,349.44,,production,OP
09-Aug-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,222.92,105.58,162.25,,47.86,%,60.67,85.52,27.10,4894.20,676198.46,759.55,,production,OP
10-Aug-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.57,105.62,162.28,,49.90,%,58.29,85.71,24.61,4998.82,689481.04,820.88,,production,OP
11-Aug-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.26,105.57,161.35,,44.94,%,62.91,86.02,29.74,4615.69,637879.27,750.85,,production,OP
12-Aug-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,226.49,105.52,160.58,,41.55,%,65.91,86.06,33.02,4301.84,595600.26,1296.30,,production,OP
13-Aug-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.19,105.52,160.55,,42.30,%,64.64,86.15,31.69,4369.42,603883.68,824.80,,production,OP
14-Aug-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.55,105.51,160.36,,42.30,%,64.19,85.93,31.27,4325.95,596886.66,822.84,,production,OP
15-Aug-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,223.84,105.51,160.15,,42.21,%,63.69,85.55,30.83,4260.78,590097.95,790.51,,production,OP
16-Aug-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,223.95,105.52,160.39,0.00,42.24,%,63.56,84.69,30.70,4224.45,586837.65,817.10,,production,OP
17-Aug-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.40,105.53,160.76,0.00,42.29,%,63.65,86.41,30.77,4232.84,587997.71,804.53,,production,OP
18-Aug-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.82,105.54,161.11,,42.27,%,63.71,86.16,30.84,4225.40,587934.37,786.50,,production,OP
19-Aug-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.27,105.55,161.55,,42.24,%,63.72,84.49,30.88,4225.22,588082.99,741.09,,production,OP
20-Aug-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.51,105.56,161.85,0.00,42.29,%,63.66,84.46,30.79,4232.66,589375.10,785.26,,production,OP
21-Aug-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.88,105.57,162.09,,42.23,%,63.79,85.17,30.90,4231.89,588651.73,719.36,,production,OP
